frame,filament_id,z,y,x,raw_intensity,probability
1,1,0,41,69,161.0,0.9536487460136414
1,1,0,41,70,166.0,0.9959469437599182
1,1,0,41,71,168.0,0.9790656566619873
1,1,0,42,68,173.0,0.6939674019813538
1,1,0,42,69,155.0,0.9894992113113403
1,1,0,42,70,175.0,0.998619556427002
1,1,0,42,71,155.0,0.9915410876274109
1,1,0,43,68,178.0,0.8218498229980469
1,1,0,43,69,157.0,0.9840967655181885
1,1,0,43,70,159.0,0.9903861284255981
1,1,0,43,71,171.0,0.9487188458442688
1,1,0,44,69,177.0,0.5923161506652832
1,1,0,44,70,164.0,0.561738908290863
1,1,1,40,70,158.0,0.6246616244316101
1,1,1,41,68,147.0,0.5860723257064819
1,1,1,41,69,159.0,0.9913070797920227
1,1,1,41,70,152.0,0.9986982345581055
1,1,1,41,71,153.0,0.970532238483429
1,1,1,42,68,150.0,0.6576012372970581
1,1,1,42,69,161.0,0.9937523007392883
1,1,1,42,70,168.0,0.998880922794342
1,1,1,42,71,156.0,0.9854656457901001
1,1,1,43,68,151.0,0.5067272186279297
1,1,1,43,69,149.0,0.951164960861206
1,1,1,43,70,149.0,0.9720879793167114
1,1,1,43,71,150.0,0.8063985705375671
3,1,0,40,59,147.0,0.9812163710594177
3,1,0,40,60,156.0,0.9994533658027649
3,1,0,40,61,155.0,0.9974821209907532
3,1,0,40,62,157.0,0.660038948059082
3,1,0,41,59,148.0,0.996834933757782
3,1,0,41,60,170.0,0.9999977350234985
3,1,0,41,61,174.0,0.999997615814209
3,1,0,41,62,177.0,0.9995212554931641
3,1,0,41,63,153.0,0.7350626587867737
3,1,0,41,68,142.0,0.5433669090270996
3,1,0,41,69,151.0,0.8829568028450012
3,1,0,41,70,136.0,0.5153450965881348
3,1,0,42,59,151.0,0.9283764362335205
3,1,0,42,60,171.0,0.9999247789382935
3,1,0,42,61,175.0,0.9999490976333618
3,1,0,42,62,173.0,0.9989448189735413
3,1,0,42,63,169.0,0.8047630190849304
3,1,0,42,67,144.0,0.6722232699394226
3,1,0,42,68,145.0,0.975594699382782
3,1,0,42,69,148.0,0.9814524054527283
3,1,0,42,70,140.0,0.8145040273666382
3,1,0,43,60,172.0,0.9729503989219666
3,1,0,43,61,174.0,0.9861887097358704
3,1,0,43,62,165.0,0.9884005784988403
3,1,0,43,63,155.0,0.6339715719223022
3,1,0,43,67,174.0,0.8770002126693726
3,1,0,43,68,136.0,0.9871339201927185
3,1,0,43,69,156.0,0.9856126308441162
3,1,0,43,70,154.0,0.9323811531066895
3,1,0,43,71,145.0,0.8138490319252014
3,1,0,43,72,138.0,0.5431860089302063
3,1,0,44,68,154.0,0.5009876489639282
3,1,1,40,58,148.0,0.997238278388977
3,1,1,40,59,167.0,0.9999977350234985
3,1,1,40,60,162.0,0.999997615814209
3,1,1,40,61,140.0,0.9978229999542236
3,1,1,41,58,148.0,0.999345600605011
3,1,1,41,59,180.0,1.0
3,1,1,41,60,177.0,1.0
3,1,1,41,61,162.0,0.9999986886978149
3,1,1,41,62,159.0,0.9779064655303955
3,1,1,41,69,156.0,0.8699432015419006
3,1,1,41,70,145.0,0.5038714408874512
3,1,1,42,58,154.0,0.9891979098320007
3,1,1,42,59,156.0,0.9999983310699463
3,1,1,42,60,160.0,0.9999998807907104
3,1,1,42,61,156.0,0.9999946355819702
3,1,1,42,62,136.0,0.9756354093551636
3,1,1,42,68,154.0,0.6401848793029785
3,1,1,42,69,132.0,0.8954272866249084
3,1,1,42,70,136.0,0.617716908454895
3,1,1,43,59,151.0,0.8045068979263306
3,1,1,43,60,142.0,0.9971039891242981
3,1,1,43,61,135.0,0.9770195484161377
3,1,1,43,68,138.0,0.5929011702537537
3,1,1,43,69,142.0,0.794978678226471
3,1,1,43,70,154.0,0.5645745396614075
3,1,2,40,58,155.0,0.9874502420425415
3,1,2,40,59,165.0,0.9999186992645264
3,1,2,40,60,151.0,0.9987955093383789
3,1,2,41,58,149.0,0.9923795461654663
3,1,2,41,59,162.0,0.9999862909317017
3,1,2,41,60,145.0,0.999976396560669
3,1,2,41,61,147.0,0.955308198928833
3,1,2,42,58,151.0,0.9892846941947937
3,1,2,42,59,155.0,0.9999268054962158
3,1,2,42,60,152.0,0.9997897744178772
3,1,2,42,61,159.0,0.8909698128700256
3,1,3,40,59,142.0,0.5352880954742432
3,1,3,41,59,153.0,0.5852605104446411
3,1,3,42,59,162.0,0.8251649737358093
4,1,0,38,65,138.0,0.7035171985626221
4,1,0,38,66,155.0,0.9932693839073181
4,1,0,38,67,163.0,0.9626913070678711
4,1,0,39,64,143.0,0.5582603216171265
4,1,0,39,65,150.0,0.9999969005584717
4,1,0,39,66,164.0,1.0
4,1,0,39,67,160.0,0.9999998807907104
4,1,0,39,68,152.0,0.9957039952278137
4,1,0,40,64,158.0,0.8502246737480164
4,1,0,40,65,165.0,0.9999998807907104
4,1,0,40,66,180.0,1.0
4,1,0,40,67,185.0,1.0
4,1,0,40,68,175.0,0.999984622001648
4,1,0,41,65,154.0,0.999975323677063
4,1,0,41,66,197.0,1.0
4,1,0,41,67,193.0,1.0
4,1,0,41,68,149.0,0.9999746084213257
4,1,0,41,69,146.0,0.7278464436531067
4,1,0,42,65,157.0,0.9420018196105957
