frame,filament_id,z,y,x,raw_intensity,probability
8,3,0,42,65,148.0,0.6211265325546265
8,3,0,43,64,166.0,0.6347022652626038
8,3,0,43,65,166.0,0.9231405854225159
8,3,1,41,64,155.0,0.6739463210105896
8,3,1,42,63,160.0,0.6152141094207764
8,3,1,42,64,184.0,0.9861672520637512
8,3,1,42,65,155.0,0.9845519661903381
8,3,1,43,63,156.0,0.6253849267959595
8,3,1,43,64,160.0,0.996551513671875
8,3,1,43,65,149.0,0.998084306716919
8,3,1,43,66,154.0,0.7802231311798096
8,3,1,44,65,165.0,0.8035717606544495
8,3,2,41,64,150.0,0.9483864307403564
8,3,2,41,65,159.0,0.8431856632232666
8,3,2,42,63,152.0,0.5234873294830322
8,3,2,42,64,159.0,0.9933473467826843
8,3,2,42,65,149.0,0.9862866997718811
8,3,2,43,64,139.0,0.9943154454231262
8,3,2,43,65,148.0,0.9892942905426025
8,3,3,41,64,142.0,0.6424993276596069
8,3,3,42,64,150.0,0.7713499665260315
8,3,3,42,65,137.0,0.5843569040298462
8,3,3,43,64,153.0,0.7424004673957825
8,3,3,43,65,145.0,0.5093001127243042
9,3,0,41,65,155.0,0.6961469650268555
9,3,0,41,66,151.0,0.5413467288017273
9,3,0,42,64,151.0,0.5841872692108154
9,3,0,42,65,155.0,0.982694685459137
9,3,0,42,66,161.0,0.9951937794685364
9,3,0,42,67,141.0,0.9388048648834229
9,3,0,43,65,138.0,0.9569403529167175
9,3,0,43,66,184.0,0.9982740879058838
9,3,0,43,67,148.0,0.994300365447998
9,3,0,43,68,161.0,0.7226130962371826
9,3,0,44,66,146.0,0.8808057308197021
9,3,0,44,67,147.0,0.9188337922096252
9,3,1,40,64,143.0,0.9408653974533081
9,3,1,40,65,156.0,0.9480536580085754
9,3,1,41,64,152.0,0.9942407608032227
9,3,1,41,65,154.0,0.9983550906181335
9,3,1,41,66,152.0,0.978165328502655
9,3,1,42,64,157.0,0.9816223382949829
9,3,1,42,65,154.0,0.9990719556808472
9,3,1,42,66,137.0,0.9990185499191284
9,3,1,42,67,135.0,0.9452670812606812
9,3,1,43,65,149.0,0.9181350469589233
9,3,1,43,66,152.0,0.9944512248039246
9,3,1,43,67,143.0,0.9771790504455566
9,3,2,40,64,149.0,0.9724145531654358
9,3,2,40,65,153.0,0.9724735021591187
9,3,2,41,63,161.0,0.6206835508346558
9,3,2,41,64,146.0,0.9970888495445251
9,3,2,41,65,158.0,0.9988023042678833
9,3,2,41,66,148.0,0.9752146005630493
9,3,2,42,64,133.0,0.680202305316925
9,3,2,42,65,157.0,0.9933458566665649
9,3,2,42,66,158.0,0.983031153678894
10,3,0,42,65,150.0,0.8243775367736816
10,3,0,42,66,164.0,0.989221453666687
10,3,0,42,67,156.0,0.9678286910057068
10,3,0,42,68,147.0,0.5309053659439087
10,3,0,43,65,147.0,0.633258581161499
10,3,0,43,66,157.0,0.984662652015686
10,3,0,43,67,155.0,0.9317128658294678
10,3,0,43,68,163.0,0.8788270354270935
10,3,0,44,67,158.0,0.5128253698348999
10,3,0,44,68,135.0,0.8833383917808533
10,3,1,41,65,164.0,0.9686379432678223
10,3,1,41,66,151.0,0.9588772058486938
10,3,1,42,65,148.0,0.9702284932136536
10,3,1,42,66,168.0,0.9888401627540588
10,3,1,42,67,134.0,0.8919477462768555
10,3,1,43,65,161.0,0.6623110771179199
10,3,1,43,66,146.0,0.9310225248336792
10,3,1,43,67,140.0,0.8852410316467285
10,3,2,41,65,138.0,0.9195277690887451
10,3,2,41,66,144.0,0.6999657154083252
