frame,filament_id,z,y,x,raw_intensity,probability
1,2,0,37,72,146.0,0.8453335165977478
1,2,0,38,71,140.0,0.9976504445075989
1,2,0,38,72,153.0,0.9998955726623535
1,2,0,38,73,161.0,0.9905821084976196
1,2,0,39,70,150.0,0.9414187669754028
1,2,0,39,71,165.0,0.9999634027481079
1,2,0,39,72,171.0,0.9999955892562866
1,2,0,39,73,146.0,0.9988182187080383
1,2,0,40,70,144.0,0.8987460732460022
1,2,0,40,71,174.0,0.9998693466186523
1,2,0,40,72,173.0,0.9999736547470093
1,2,0,40,73,167.0,0.9969725608825684
1,2,0,40,75,147.0,0.5028217434883118
1,2,0,40,76,170.0,0.995302677154541
1,2,0,40,77,165.0,0.9995598196983337
1,2,0,40,78,178.0,0.9977501034736633
1,2,0,40,79,176.0,0.9952670335769653
1,2,0,40,80,146.0,0.8581600189208984
1,2,0,41,71,167.0,0.9690901637077332
1,2,0,41,72,175.0,0.9985129237174988
1,2,0,41,73,180.0,0.9875867366790771
1,2,0,41,74,159.0,0.9113508462905884
1,2,0,41,75,168.0,0.9953180551528931
1,2,0,41,76,166.0,0.9999736547470093
1,2,0,41,77,170.0,0.999991774559021
1,2,0,41,78,172.0,0.99991774559021
1,2,0,41,79,161.0,0.9999051094055176
1,2,0,41,80,171.0,0.999527096748352
1,2,0,41,81,170.0,0.8918694257736206
1,2,0,42,73,177.0,0.7253872156143188
1,2,0,42,74,161.0,0.8906317949295044
1,2,0,42,75,178.0,0.9988895058631897
1,2,0,42,76,177.0,0.9999779462814331
1,2,0,42,77,165.0,0.9999780654907227
1,2,0,42,78,161.0,0.999902606010437
1,2,0,42,79,156.0,0.9999725818634033
1,2,0,42,80,164.0,0.9999618530273438
1,2,0,42,81,174.0,0.9972954392433167
1,2,0,43,74,169.0,0.7819159030914307
1,2,0,43,75,176.0,0.9934544563293457
1,2,0,43,76,163.0,0.9987484216690063
1,2,0,43,77,162.0,0.9959406852722168
1,2,0,43,78,156.0,0.9910444021224976
1,2,0,43,79,161.0,0.9986427426338196
1,2,0,43,80,159.0,0.9995686411857605
1,2,0,43,81,161.0,0.9979693293571472
1,2,0,44,80,162.0,0.5423020720481873
1,2,0,44,81,170.0,0.7184180617332458
1,2,1,37,71,153.0,0.9938316345214844
1,2,1,37,72,165.0,0.9988412261009216
1,2,1,37,73,164.0,0.9624359607696533
1,2,1,38,70,169.0,0.9966790676116943
1,2,1,38,71,173.0,0.9999996423721313
1,2,1,38,72,182.0,0.9999998807907104
1,2,1,38,73,169.0,0.9999566078186035
1,2,1,39,70,148.0,0.99957674741745
1,2,1,39,71,171.0,1.0
1,2,1,39,72,179.0,1.0
1,2,1,39,73,164.0,0.9999814033508301
1,2,1,40,70,152.0,0.9952930808067322
1,2,1,40,71,164.0,0.9999991655349731
