frame,filament_id,z,y,x,raw_intensity,probability
3,1,0,42,60,149.0,0.8939639329910278
3,1,0,42,61,136.0,0.957095742225647
3,1,0,42,62,145.0,0.829720675945282
3,1,0,42,63,133.0,0.6909534931182861
3,1,0,42,64,155.0,0.5274482369422913
3,1,0,43,60,139.0,0.9010351300239563
3,1,0,43,61,170.0,0.9920801520347595
3,1,0,43,62,157.0,0.9921061992645264
3,1,0,43,63,139.0,0.9804201126098633
3,1,0,43,64,141.0,0.970913827419281
3,1,0,43,65,137.0,0.9650932550430298
3,1,0,43,66,129.0,0.9412037134170532
3,1,0,43,67,136.0,0.9169811010360718
3,1,0,43,68,162.0,0.8315004706382751
3,1,0,44,60,143.0,0.770933985710144
3,1,0,44,61,149.0,0.9702656269073486
3,1,0,44,62,147.0,0.9393263459205627
3,1,0,44,63,147.0,0.7235105037689209
3,1,0,44,64,144.0,0.8584643602371216
3,1,0,44,65,150.0,0.9825330972671509
3,1,0,44,66,163.0,0.9898359179496765
3,1,0,44,67,155.0,0.9398542642593384
3,1,0,44,68,139.0,0.6073194146156311
3,1,0,45,61,155.0,0.8732791543006897
3,1,0,45,62,155.0,0.8671482801437378
3,1,0,45,65,143.0,0.8598778247833252
3,1,0,45,66,148.0,0.9338293671607971
3,1,0,45,67,145.0,0.6123257279396057
3,1,1,43,65,144.0,0.6452646255493164
3,1,1,44,65,150.0,0.5485457181930542
3,1,1,44,66,143.0,0.6632195711135864
4,7,0,84,62,136.0,0.5686045289039612
4,7,0,85,62,146.0,0.9506582021713257
4,7,0,85,63,147.0,0.9507139921188354
4,7,0,86,62,148.0,0.8806861042976379
4,7,0,86,63,133.0,0.9015289545059204
4,7,1,85,62,134.0,0.6147904992103577
4,7,1,85,63,134.0,0.6259489059448242
4,7,1,86,62,144.0,0.888994574546814
4,7,1,86,63,129.0,0.8966412544250488
5,7,0,82,61,136.0,0.8572551012039185
5,7,0,82,62,141.0,0.9063118100166321
5,7,0,83,61,155.0,0.6610227823257446
5,7,0,83,62,145.0,0.8670864701271057
5,7,1,81,61,138.0,0.68365877866745
5,7,1,82,61,135.0,0.9763304591178894
5,7,1,82,62,148.0,0.9023834466934204
5,7,1,83,61,134.0,0.7033191919326782
7,1,0,42,64,143.0,0.5405814051628113
7,1,0,42,65,132.0,0.5279948115348816
7,1,0,43,64,142.0,0.654268741607666
7,1,0,43,65,146.0,0.8781797289848328
7,1,0,43,66,132.0,0.7055065035820007
7,1,0,44,66,149.0,0.5322946310043335
9,7,1,75,61,155.0,0.8198827505111694
9,7,1,75,62,133.0,0.9241949319839478
9,7,1,76,61,143.0,0.9877014756202698
9,7,1,76,62,136.0,0.9987972974777222
9,7,1,76,63,147.0,0.8576268553733826
9,7,1,77,62,134.0,0.9763181805610657
9,7,1,77,63,136.0,0.7956007122993469
9,7,1,82,62,136.0,0.6881592273712158
9,7,1,83,62,141.0,0.9028842449188232
9,7,1,83,63,144.0,0.7008071541786194
9,7,2,75,61,135.0,0.7797876596450806
9,7,2,75,62,136.0,0.8303689360618591
9,7,2,76,61,146.0,0.9714647531509399
9,7,2,76,62,143.0,0.9966991543769836
9,7,2,76,63,137.0,0.8429765701293945
9,7,2,77,62,143.0,0.8345468640327454
9,7,2,77,63,130.0,0.6333690285682678
10,7,0,77,64,138.0,0.7937451004981995
10,7,0,77,65,131.0,0.8317137360572815
10,7,0,78,64,143.0,0.7674788236618042
10,7,0,78,65,147.0,0.8775533437728882
10,7,0,78,66,136.0,0.5119332075119019
10,7,1,77,64,124.0,0.8673539161682129
10,7,1,77,65,133.0,0.9355713725090027
10,7,1,78,64,154.0,0.7598361372947693
10,7,1,78,65,135.0,0.9375683665275574
11,1,0,42,65,152.0,0.8949234485626221
11,1,0,42,66,137.0,0.8809378147125244
11,1,0,43,64,141.0,0.6655893921852112
11,1,0,43,65,155.0,0.9957536458969116
11,1,0,43,66,151.0,0.9908705353736877
11,1,0,44,64,150.0,0.6046741604804993
11,1,0,44,65,137.0,0.9811354279518127
11,1,0,44,66,158.0,0.9680560231208801
11,1,1,42,65,145.0,0.5389947891235352
11,1,1,43,65,133.0,0.9082054495811462
11,1,1,43,66,128.0,0.8027281761169434
11,1,1,44,65,143.0,0.815072238445282
11,1,1,44,66,145.0,0.6901804804801941
13,7,0,81,62,138.0,0.5022979378700256
14,1,0,41,68,141.0,0.6582002639770508
14,1,0,41,69,150.0,0.5079746842384338
14,1,1,41,68,137.0,0.5375651717185974
14,1,1,41,69,144.0,0.6307560801506042
14,7,1,83,63,134.0,0.5463812947273254
14,7,1,84,63,134.0,0.6629297137260437
16,2,0,47,79,148.0,0.8455560207366943
16,2,0,48,79,158.0,0.6163461804389954
16,2,1,47,78,151.0,0.5071871876716614
16,2,1,47,79,143.0,0.8792919516563416
16,2,1,48,79,148.0,0.8497439622879028
19,7,0,89,66,133.0,0.9330403804779053
19,7,0,89,67,145.0,0.9919524788856506
19,7,0,89,68,144.0,0.8720773458480835
19,7,0,90,66,142.0,0.9821012616157532
19,7,0,90,67,139.0,0.9940802454948425
19,7,0,90,68,139.0,0.9654089212417603
19,7,0,91,66,132.0,0.7314375042915344
19,7,0,91,67,139.0,0.9316387176513672
19,7,0,91,68,139.0,0.7869194746017456
19,7,1,89,66,134.0,0.8057728409767151
19,7,1,89,67,135.0,0.95781010389328
19,7,1,90,66,122.0,0.7311274409294128
19,7,1,90,67,137.0,0.9821401238441467
19,7,1,90,68,121.0,0.7820795774459839
19,7,1,91,67,130.0,0.6758970618247986
21,1,0,37,66,144.0,0.8339865803718567
21,1,0,37,67,136.0,0.9804396033287048
21,1,0,37,68,147.0,0.9292165040969849
21,1,0,38,66,139.0,0.8006851673126221
21,1,0,38,67,139.0,0.9698004722595215
21,1,0,38,68,137.0,0.8372349143028259
21,1,1,37,67,135.0,0.8173990249633789
21,1,1,38,67,141.0,0.512763261795044
25,1,0,43,63,142.0,0.6297829747200012
25,1,0,43,64,137.0,0.7000285983085632
25,1,0,43,65,139.0,0.5090588927268982
25,1,0,44,64,137.0,0.5927203297615051
25,1,0,44,65,144.0,0.5236627459526062
27,1,0,41,64,134.0,0.6855584979057312
27,1,0,42,63,148.0,0.8418397307395935
27,1,0,42,64,141.0,0.9906039834022522
27,1,0,43,63,139.0,0.9484047889709473
27,1,0,43,64,132.0,0.9971067309379578
27,1,0,43,65,128.0,0.6618862748146057
27,1,0,44,56,130.0,0.7795394062995911
27,1,0,44,57,148.0,0.9206598401069641
27,1,0,44,64,128.0,0.9522879123687744
27,1,0,45,56,133.0,0.9349676370620728
27,1,0,45,57,133.0,0.9823180437088013
27,1,0,45,58,133.0,0.7245783805847168
27,1,1,42,63,147.0,0.5067809224128723
27,1,1,42,64,135.0,0.6510796546936035
27,1,1,43,63,136.0,0.7315394878387451
27,1,1,43,64,126.0,0.8914885520935059
27,1,1,44,56,132.0,0.6830331087112427
27,1,1,44,57,134.0,0.6528915762901306
27,1,1,45,57,132.0,0.5163185596466064
29,1,0,41,57,125.0,0.8382844924926758
29,1,0,41,58,134.0,0.9580816030502319
29,1,0,41,59,136.0,0.7615095376968384
29,1,0,41,62,138.0,0.7458300590515137
29,1,0,41,63,133.0,0.8814589977264404
29,1,0,41,64,147.0,0.8680959343910217
29,1,0,42,56,128.0,0.9137234687805176
29,1,0,42,57,145.0,0.9887696504592896
29,1,0,42,58,132.0,0.9946193695068359
29,1,0,42,59,139.0,0.8654069900512695
29,1,0,42,62,134.0,0.9255445003509521
29,1,0,42,63,148.0,0.9883584380149841
29,1,0,42,64,140.0,0.9811698794364929
29,1,0,43,56,129.0,0.5701823830604553
29,1,0,43,57,135.0,0.8243043422698975
29,1,0,43,58,153.0,0.8240863084793091
29,1,0,43,62,146.0,0.738240122795105
29,1,0,43,63,130.0,0.9885416030883789
29,1,0,43,64,145.0,0.9888139367103577
29,1,0,43,65,135.0,0.565464973449707
29,1,1,41,57,139.0,0.7413426637649536
29,1,1,41,58,138.0,0.869692325592041
29,1,1,42,56,127.0,0.5206909775733948
29,1,1,42,57,138.0,0.9566413164138794
29,1,1,42,58,142.0,0.9612913727760315
29,1,1,42,63,128.0,0.5449855327606201
31,1,0,44,64,154.0,0.8913983106613159
31,1,0,44,65,131.0,0.8044422268867493
31,1,0,45,64,143.0,0.7202540040016174
32,1,0,42,66,144.0,0.9830693006515503
32,1,0,42,67,153.0,0.9707164168357849
32,1,0,42,68,134.0,0.5120701789855957
32,1,0,43,65,148.0,0.9935680031776428
32,1,0,43,66,150.0,0.9999568462371826
32,1,0,43,67,135.0,0.9996606111526489
32,1,0,43,68,127.0,0.9119488596916199
32,1,0,44,65,146.0,0.9507099390029907
32,1,0,44,66,142.0,0.9963036775588989
32,1,0,44,67,156.0,0.9779245257377625
32,1,0,44,68,140.0,0.5006698369979858
32,1,1,42,67,143.0,0.5430462956428528
32,1,1,43,66,132.0,0.9951476454734802
32,1,1,43,67,133.0,0.9905975461006165
32,1,1,44,66,133.0,0.6251077055931091
32,1,1,44,67,135.0,0.5677180290222168
