frame,filament_id,z,y,x,raw_intensity,probability
4,2,0,39,64,137.0,0.966281533241272
4,2,0,39,65,150.0,0.949524462223053
4,2,0,40,63,140.0,0.9939604997634888
4,2,0,40,64,159.0,0.9999997615814209
4,2,0,40,65,187.0,1.0
4,2,0,40,66,169.0,0.999991774559021
4,2,0,40,67,145.0,0.5980302095413208
4,2,0,41,63,159.0,0.997539758682251
4,2,0,41,64,176.0,1.0
4,2,0,41,65,193.0,1.0
4,2,0,41,66,187.0,1.0
4,2,0,41,67,167.0,0.9999974966049194
4,2,0,41,68,161.0,0.9194643497467041
4,2,0,42,63,142.0,0.8801113367080688
4,2,0,42,64,171.0,0.9999979734420776
4,2,0,42,65,191.0,1.0
4,2,0,42,66,201.0,1.0
4,2,0,42,67,190.0,1.0
4,2,0,42,68,186.0,0.9999996423721313
4,2,0,42,69,172.0,0.9930907487869263
4,2,0,43,64,150.0,0.9222939014434814
4,2,0,43,65,153.0,0.9999812841415405
4,2,0,43,66,180.0,1.0
4,2,0,43,67,204.0,1.0
4,2,0,43,68,208.0,1.0
4,2,0,43,69,167.0,0.9999998807907104
4,2,0,43,70,152.0,0.9901785850524902
4,2,0,44,66,180.0,0.9969733953475952
4,2,0,44,67,173.0,0.9999994039535522
4,2,0,44,68,196.0,1.0
4,2,0,44,69,190.0,1.0
4,2,0,44,70,168.0,0.9998328685760498
4,2,0,45,67,161.0,0.9960013031959534
4,2,0,45,68,161.0,0.9999970197677612
4,2,0,45,69,169.0,0.999998927116394
4,2,0,45,70,180.0,0.9997690320014954
4,2,0,46,68,166.0,0.8175548911094666
4,2,0,46,69,187.0,0.9906277656555176
4,2,0,46,70,165.0,0.9382672309875488
4,2,1,39,63,152.0,0.9999417066574097
4,2,1,39,64,164.0,1.0
4,2,1,39,65,160.0,0.9999994039535522
4,2,1,39,66,158.0,0.9597073197364807
4,2,1,40,62,142.0,0.8431165814399719
4,2,1,40,63,178.0,1.0
4,2,1,40,64,166.0,1.0
4,2,1,40,65,180.0,1.0
4,2,1,40,66,163.0,1.0
4,2,1,40,67,145.0,0.9843444228172302
4,2,1,41,62,158.0,0.6537976264953613
4,2,1,41,63,170.0,0.9999997615814209
4,2,1,41,64,192.0,1.0
4,2,1,41,65,183.0,1.0
4,2,1,41,66,173.0,1.0
4,2,1,41,67,160.0,1.0
