frame,filament_id,z,y,x,raw_intensity,probability
3,5,0,60,67,168.0,0.9502348899841309
3,5,0,60,68,157.0,0.780990481376648
3,5,0,61,67,151.0,0.9527692198753357
3,5,0,61,68,151.0,0.9226316213607788
3,5,0,62,67,153.0,0.6799852252006531
3,5,0,65,67,148.0,0.5579996705055237
3,5,0,65,68,164.0,0.8037953972816467
3,5,0,66,68,152.0,0.7616860866546631
3,5,0,67,68,155.0,0.8701487183570862
3,5,1,60,66,150.0,0.8123461604118347
3,5,1,60,67,160.0,0.9897292852401733
3,5,1,60,68,159.0,0.9059873223304749
3,5,1,61,66,165.0,0.5934714674949646
3,5,1,61,67,164.0,0.9947040677070618
3,5,1,61,68,162.0,0.9693910479545593
3,5,1,62,67,141.0,0.9563405513763428
3,5,1,62,68,161.0,0.6562438011169434
3,5,2,61,67,153.0,0.6403170228004456
4,5,0,63,65,173.0,0.995841920375824
4,5,0,63,66,177.0,0.9938899278640747
4,5,0,64,65,163.0,0.9994145631790161
4,5,0,64,66,196.0,0.9985353946685791
4,5,0,65,65,176.0,0.9970048069953918
4,5,0,65,66,190.0,0.9987247586250305
4,5,0,66,65,151.0,0.9532748460769653
4,5,0,66,66,182.0,0.9973769187927246
4,5,0,66,67,195.0,0.8955060243606567
4,5,0,67,66,182.0,0.9398894309997559
4,5,0,67,67,197.0,0.8824807405471802
4,5,1,61,64,150.0,0.90116286277771
4,5,1,61,65,159.0,0.9923468828201294
4,5,1,61,66,177.0,0.7182137966156006
4,5,1,62,64,165.0,0.999864935874939
4,5,1,62,65,186.0,0.9999983310699463
4,5,1,62,66,169.0,0.9987541437149048
4,5,1,63,64,172.0,0.9999972581863403
4,5,1,63,65,190.0,1.0
4,5,1,63,66,179.0,0.9999949932098389
4,5,1,64,64,183.0,0.999996542930603
4,5,1,64,65,217.0,1.0
4,5,1,64,66,189.0,0.9999945163726807
4,5,1,65,64,171.0,0.9998788833618164
4,5,1,65,65,187.0,0.9999995231628418
4,5,1,65,66,179.0,0.9999700784683228
4,5,1,66,64,165.0,0.9430063366889954
4,5,1,66,65,176.0,0.999184787273407
4,5,1,66,66,154.0,0.9967988729476929
4,5,2,61,64,167.0,0.9998601675033569
4,5,2,61,65,200.0,0.9999756813049316
4,5,2,61,66,172.0,0.910546064376831
4,5,2,62,63,176.0,0.9235997796058655
4,5,2,62,64,195.0,0.9999995231628418
4,5,2,62,65,183.0,1.0
4,5,2,62,66,159.0,0.9991901516914368
4,5,2,63,63,149.0,0.9433097243309021
4,5,2,63,64,167.0,1.0
4,5,2,63,65,198.0,1.0
4,5,2,63,66,175.0,0.9999946355819702
4,5,2,64,63,157.0,0.8305644392967224
4,5,2,64,64,194.0,0.9999994039535522
4,5,2,64,65,164.0,1.0
4,5,2,64,66,173.0,0.999980092048645
4,5,2,65,64,182.0,0.9998809099197388
4,5,2,65,65,180.0,0.9999974966049194
4,5,2,65,66,170.0,0.9974702596664429
4,5,2,66,64,154.0,0.9789819121360779
4,5,2,66,65,189.0,0.9984782338142395
4,5,2,66,66,155.0,0.8367242217063904
4,5,3,60,64,175.0,0.8638426065444946
4,5,3,60,65,162.0,0.7999594211578369
4,5,3,61,63,169.0,0.657405436038971
4,5,3,61,64,164.0,0.9997093081474304
4,5,3,61,65,165.0,0.9999173879623413
4,5,3,61,66,160.0,0.8632788062095642
4,5,3,62,63,151.0,0.8674631714820862
4,5,3,62,64,173.0,0.9999922513961792
4,5,3,62,65,159.0,0.9999979734420776
4,5,3,62,66,159.0,0.9856833815574646
4,5,3,63,63,148.0,0.5458921790122986
4,5,3,63,64,177.0,0.9999762773513794
4,5,3,63,65,169.0,0.9999970197677612
4,5,3,63,66,154.0,0.9961737990379333
4,5,3,64,64,160.0,0.9994885921478271
4,5,3,64,65,147.0,0.9998865127563477
4,5,3,64,66,150.0,0.8041402697563171
4,5,3,65,64,157.0,0.9803962111473083
4,5,3,65,65,154.0,0.9919598698616028
4,5,3,66,64,148.0,0.5648924708366394
4,5,3,66,65,148.0,0.5476498603820801
5,5,0,62,70,165.0,0.6465060114860535
5,5,0,62,71,144.0,0.9749666452407837
5,5,0,62,72,146.0,0.99888676404953
5,5,0,62,73,161.0,0.9999533891677856
5,5,0,62,74,156.0,0.9999938011169434
5,5,0,62,75,141.0,0.9999915361404419
5,5,0,62,76,160.0,0.99996018409729
5,5,0,62,77,164.0,0.9997689127922058
5,5,0,62,78,154.0,0.9952622652053833
5,5,0,63,65,148.0,0.55520099401474
5,5,0,63,66,151.0,0.9991294741630554
5,5,0,63,67,152.0,0.9997634291648865
5,5,0,63,68,162.0,0.9998047947883606
5,5,0,63,69,156.0,0.9998183846473694
5,5,0,63,70,142.0,0.9999350309371948
5,5,0,63,71,156.0,0.9999979734420776
5,5,0,63,72,152.0,1.0
5,5,0,63,73,181.0,1.0
5,5,0,63,74,172.0,1.0
5,5,0,63,75,176.0,1.0
5,5,0,63,76,164.0,0.9999997615814209
5,5,0,63,77,167.0,0.9999953508377075
5,5,0,63,78,173.0,0.9996228218078613
5,5,0,63,79,174.0,0.8704068064689636
5,5,0,64,65,144.0,0.749826192855835
5,5,0,64,66,174.0,0.9999387264251709
5,5,0,64,67,151.0,0.9999983310699463
5,5,0,64,68,157.0,0.9999995231628418
5,5,0,64,69,172.0,0.9999995231628418
5,5,0,64,70,171.0,0.9999998807907104
5,5,0,64,71,163.0,1.0
5,5,0,64,72,187.0,1.0
5,5,0,64,73,175.0,1.0
5,5,0,64,74,181.0,1.0
5,5,0,64,75,176.0,1.0
5,5,0,64,76,175.0,0.9999963045120239
5,5,0,64,77,175.0,0.999843955039978
5,5,0,64,78,162.0,0.9729112386703491
5,5,0,65,66,162.0,0.9994238615036011
5,5,0,65,67,185.0,0.9999911785125732
5,5,0,65,68,184.0,0.9999977350234985
