Epoch,Loss,Dice
20,0.12401325064903629,0.5997831085659111
1,0.194129004106838,0.390913919971098
21,0.12415761218278545,0.5960289670970695
2,0.19181522211526217,0.39611826535354433
22,0.12221573578768431,0.6015688082492845
3,0.18679432567817292,0.4084098425424929
23,0.12217412042974464,0.6002002295174564
4,0.18361816856706206,0.41129301402305585
24,0.11936848576721656,0.6089997045614852
5,0.16953351963245494,0.46143233680259876
25,0.11845415187980386,0.6127439148528275
6,0.15770421972235496,0.5052833917139345
26,0.12051980477970076,0.6051053468662952
7,0.15008745703470708,0.5182776145348544
27,0.11990473608606714,0.6078823541359204
8,0.13975261891525767,0.5521710777883194
28,0.11825536653943185,0.6106778792257167
9,0.1372129625764224,0.5579283795694051
29,0.11936023973225068,0.6054465715899258
10,0.13501109392173335,0.5622656028213316
30,0.12069955287046218,0.610402950611061
11,0.13801782574700625,0.5560697330710945
31,0.11816671373198645,0.6048272772818543
12,0.12963213358918732,0.58623947312284
32,0.11596142109597697,0.6102967080399545
13,0.13050928706474138,0.5813689166184527
33,0.11736626514473161,0.6122205775963101
14,0.12745231489762923,0.5851606544878382
34,0.11728257408951488,0.6066046036338067
15,0.12566541837634113,0.5877888168231569
35,0.11650995554704002,0.6079517278913346
16,0.12807140146149948,0.5811738854984388
36,0.11737323251111297,0.6092633096986203
17,0.1274990290739528,0.5863408817630325
37,0.11554694943478869,0.6158877376711313
18,0.12516919069579968,0.5949452518584483
38,0.11689865770474224,0.6162140726786756
19,0.12688287681909927,0.5865609208448235
39,0.11391005125128027,0.6225764567226874
20,0.1229737971612158,0.5900544576137532
40,0.11354543312883486,0.622323873641115
21,0.12262415140559328,0.5958447949207737
41,0.11417701444574826,0.6253202846116356
22,0.12363817840142736,0.5928139379443759
42,0.11571006737985892,0.6170554484446977
23,0.12019154651466753,0.6055513986449786
43,0.11219937363096648,0.6308388681485696
24,0.12217326634658676,0.595569059760733
44,0.11230433004744446,0.6220028919715505
25,0.11932228058440117,0.6125245501864715
45,0.11320495395609484,0.6207216061193248
26,0.1190061376126209,0.6086225480967955
46,0.11502473189004637,0.6175877191403601
27,0.11841448561163072,0.6074583934606207
47,0.11169917910416512,0.6333018618713286
28,0.12026494439439464,0.6005181468892515
48,0.11348232579275461,0.6174164460725704
29,0.12224940417420786,0.5905879725967301
49,0.11187846662983954,0.6139791752595087
30,0.11861042985217107,0.6085963485384421
50,0.1116608421110709,0.6223218036219729
31,0.11647906588083039,0.6154799086417678
51,0.11059448355123018,0.62346566055702
32,0.11626918467926177,0.6090309116636027
52,0.11125212684445242,0.6257714854825893
33,0.11709660403909553,0.6111126993411046
53,0.10861115098724326,0.6277653351626814
34,0.11461653255251279,0.6137299101850239
54,0.10878457659143927,0.6313421232418042
35,0.11503634176054556,0.6122672372218975
55,0.11243744530269707,0.6264130005425573
36,0.11549413592523478,0.6203372748984536
56,0.10837022420371568,0.6304830119876963
37,0.11572626436452838,0.6122249300699326
57,0.11071777245690223,0.6254386472909181
38,0.11592971960617433,0.6142998153998239
58,0.10829042407712253,0.6399868545044262
39,0.11176331341541199,0.6123376712328711
59,0.1087004408453556,0.6323305318114399
40,0.11134591146965495,0.6207353806425188
60,0.1088741812629652,0.6327677972307888
41,0.11617507856629548,0.621366282752938
61,0.11059685937788609,0.6255370844319271
42,0.1120505236802421,0.6172632523485132
62,0.1085540355702186,0.6331230924766813
43,0.11171348342756598,0.6221765297515368
63,0.10828913572013735,0.6318928726598367
44,0.11162667456602225,0.6171390328122187
64,0.10735166192309731,0.632118256058178
45,0.11122706821275379,0.6199691081676374
65,0.10796195637677981,0.6344842422473986
46,0.11592858913373094,0.6093920556290671
66,0.10990938545289265,0.625721649163857
47,0.11213231738368773,0.6313404160600876
67,0.10601883336994064,0.6393605123771239
48,0.11014107113333135,0.6334364036685329
68,0.10675074259289025,0.6482512568847721
49,0.11251762097055462,0.6242186279660122
69,0.10712065014023031,0.6302402873676343
50,0.10876285544383041,0.6320666877111416
70,0.10513464469246928,0.6408282147215204
51,0.11012344658062023,0.6319614544652085
71,0.10589318520756376,0.638850308775275
52,0.10926472383000199,0.6288179454413232
72,0.10611001702231401,0.6386946989154187
53,0.1121481680447133,0.6247898723642784
73,0.10693635507376739,0.6374935613407922
54,0.10941607615015518,0.6302640360146156
74,0.10440780402700281,0.6424954807419806
55,0.11040376844467352,0.6322727316991754
75,0.10622637568406963,0.6324694015025368
56,0.10866947183260088,0.6387959073724091
76,0.10807816828629051,0.641370079559653
57,0.10963246345605934,0.6276011573726298
77,0.10409077531721717,0.6459263820826241
58,0.10917123588174649,0.6383577228530727
78,0.10531817695164902,0.6402570647027391
59,0.10775531055706115,0.6256612934876938
79,0.10540510239237527,0.6364468858907089
60,0.10808662620046308,0.631105875598911
80,0.10415358184182805,0.6452153396009996
61,0.10725174711206957,0.6343300466820345
81,0.10459285887773948,0.6403645748499076
62,0.11087381664761241,0.6255346969333474
82,0.10431084404220053,0.6404771489519122
63,0.1083388657064043,0.6256174282825275
83,0.10212819435761311,0.6452457567729689
64,0.10812098716961495,0.6291484086599588
84,0.1048158794722616,0.642145583540664
65,0.10513411378245148,0.6309990298086644
85,0.10363661484421466,0.6408709353932055
66,0.1086127574195411,0.6276128490749087
86,0.10324349119495241,0.645232480876299
67,0.10622291421592425,0.6400285636635638
87,0.10459654804937382,0.6358814318651752
68,0.10967569023278348,0.6332060309705988
88,0.10316874528354382,0.6462952553780204
69,0.10669334616280769,0.6362539965413371
