video,filament_id,observations,first_frame,last_frame,lifetime_min,mean_length_um,max_length_um,mean_span_length_um,mean_arc_length_um,length_change_rate_um_per_min,arc_trajectory_um,net_displacement_um,directionality,mean_speed_um_per_min,max_speed_um_per_min,speed_std_um_per_min,mean_z_plane_count,max_z_plane_count,z_spread_um,z_center_um,mean_intensity,sum_intensity,max_intensity,start_x_um,start_y_um,start_z_um,end_x_um,end_y_um,end_z_um
ch20_URA7_URA8_001_hyperstack_crop_26,2,3,8,48,600.0,1.4969399585600751,2.2610006293925067,1.6471741585058328,3.7771005347556788,2.9170940290319524e-05,11.331301604267036,6.646338960964543,0.837235245737719,0.051573101036868824,0.09193349396721211,0.04036039293034328,2.6666666666666665,4,0.8999999999999999,0.19598997493734335,176.70008341471353,24276.0,220.0,18.97894736842105,13.484210526315792,0.1105263157894737,18.514285714285716,20.114285714285714,0.11428571428571428
ch20_URA7_URA8_001_hyperstack_crop_28,3,2,11,19,120.0,3.363497021174086,3.7640794651932707,3.300414817770325,5.062049097495067,-0.006676374066986405,10.124098194990134,3.137399697122463,1.0,0.026144997476020525,0.026144997476020525,0.0,2.0,2,0.3,0.10090909090909089,172.14393615722656,7394.0,192.0,19.949999999999996,17.46,0.12,17.409090909090907,19.3,0.0818181818181818
ch20_URA7_URA8_001_hyperstack_crop_28,4,7,12,46,510.0,2.71969589126419,3.96377876883464,2.9331984618318576,6.001420959950671,-0.0038420732229597883,42.0099467196547,1.1416725504320375,0.14204127996757415,0.03811248403468114,0.08398119129133529,0.033252706945610076,2.857142857142857,4,0.8999999999999999,0.2149819381328339,164.23091561453683,64258.0,196.0,18.578048780487805,23.963414634146343,0.07317073170731707,18.814285714285713,25.071428571428566,0.21428571428571427
ch20_URA7_URA8_001_hyperstack_crop_29,3,27,5,31,390.0,2.685538396138589,4.35325133256415,3.042642707374238,5.475864307231782,0.0015751455286038894,147.84833629525812,1.375480638799632,0.05948242084691483,0.05929270165207972,0.1252153752205779,0.02706281602301372,3.7777777777777777,5,1.2,0.30368440688126036,156.2829273365162,403467.0,225.0,19.53272727272727,14.514545454545454,0.22363636363636358,20.15753424657534,15.73972602739726,0.2013698630136986
ch20_URA7_URA8_001_hyperstack_crop_30,1,18,32,49,255.0,2.6982158560512284,4.1872574487816046,3.0534540131111703,5.356666103307266,0.00453569615288829,96.41998985953079,3.083220139744384,0.15619808507343472,0.07740849937988763,0.1925778935170287,0.04424719856119623,4.555555555555555,5,1.2,0.39560935990096735,178.38492499457465,397457.0,303.0,21.436666666666667,11.826666666666668,0.45000000000000007,19.366981132075473,14.10566037735849,0.280188679245283
ch20_URA7_URA8_001_hyperstack_crop_30,2,7,20,49,435.0,3.4226941335957113,6.5439292095308605,4.012688751711404,5.387922586698676,0.012090003798005074,37.71545810689073,2.4241747611651956,0.20142110456419168,0.06696988285192106,0.11615971047629087,0.04082000062510998,3.857142857142857,5,1.2,0.4163430773006563,159.8282012939453,62363.0,205.0,10.961538461538462,11.884615384615385,0.46153846153846156,12.281739130434783,13.917391304347827,0.42260869565217396
ch20_URA7_URA8_001_hyperstack_crop_31,2,2,3,25,330.0,0.7483404252119652,0.8300141837572622,0.7883266481579208,1.5147519228586694,-0.0004949924760321031,3.029503845717339,1.2566920863918876,1.0,0.0038081578375511746,0.0038081578375511746,0.0,2.5,3,0.6,0.23249999999999998,165.2624969482422,4644.0,187.0,16.545,16.845000000000002,0.24,17.7,16.35,0.22499999999999998
ch20_URA7_URA8_001_hyperstack_crop_31,4,3,19,26,105.0,1.4486556969432278,2.1999060776628943,1.6317794545719508,3.9027054133046852,-0.013225389177972982,11.708116239914055,0.9925497982674809,0.8717787236412389,0.026633191915589462,0.048739206026376984,0.022106014110787522,2.0,3,0.6,0.11238095238095236,146.61428833007812,12903.0,174.0,19.189999999999998,26.77,0.17999999999999997,18.21428571428571,26.74285714285714,0.0
ch20_URA7_URA8_001_hyperstack_crop_32,1,43,5,49,660.0,2.9920433074968216,5.511871912498004,3.3945805518092333,8.264495831872898,-0.0017813947439748001,355.3733207705346,2.17895728253844,0.06043036262507697,0.05699561396310885,0.21393522043267202,0.04440196875834746,4.255813953488372,5,1.2,0.3721749026387769,166.52059262297874,946620.0,278.0,20.73939393939394,15.766666666666667,0.2515151515151516,18.750731707317073,16.602439024390243,0.5590243902439024
ch20_URA7_URA8_001_hyperstack_crop_33,2,3,43,49,90.0,1.2552134532535548,1.9219743351063634,1.3219001963330668,2.6293552695628484,0.002811222525616317,7.888065808688545,1.4080524163335875,0.4808884584647559,0.04072978074227052,0.053024070272082155,0.012294289529811632,2.0,2,0.3,0.0851190476190476,143.37169392903647,6421.0,158.0,18.1125,15.5625,0.0375,17.82857142857143,16.939285714285713,0.11785714285714281
