video,frame,filament_id,voxel_count,volume_um3,z_plane_count,centroid_x_um,centroid_y_um,centroid_z_um,z_spread_um,robust_length_um,span_length_um,arc_length_um,mean_intensity,sum_intensity,max_intensity
ch20_URA7_URA8_001_hyperstack_crop_02,13,1,102,2.754,3,22.073529411764703,13.685294117647059,0.23235294117647068,0.6,3.3557965552887206,3.7226462570557355,8.334555192509475,181.0490264892578,18467.0,209.0
ch20_URA7_URA8_001_hyperstack_crop_02,14,1,165,4.455,4,22.06,14.99090909090909,0.2709090909090908,0.8999999999999999,3.189411439071498,3.509131880128712,6.104920272951205,184.80606079101562,30493.0,218.0
ch20_URA7_URA8_001_hyperstack_crop_02,15,1,215,5.804999999999999,5,21.799534883720934,16.27813953488372,0.40883720930232575,1.2,3.0092792909750137,3.6091417745691974,10.207850874443704,183.8930206298828,39537.0,227.0
ch20_URA7_URA8_001_hyperstack_crop_02,16,1,221,5.966999999999999,5,21.327149321266965,17.05656108597285,0.43167420814479646,1.2,3.099028285644676,3.804171010093933,5.247761809240099,181.2443389892578,40055.0,220.0
ch20_URA7_URA8_001_hyperstack_crop_02,17,1,212,5.723999999999999,5,21.213679245283014,17.797641509433962,0.44575471698113206,1.2,2.5990303670743273,2.9820937529202824,11.52036933528829,180.39622497558594,38244.0,214.0
ch20_URA7_URA8_001_hyperstack_crop_02,18,1,100,2.6999999999999997,4,21.195,18.12,0.25199999999999995,0.8999999999999999,2.7160808902003453,3.40286818418239,4.810517406040775,183.4199981689453,18342.0,225.0
ch20_URA7_URA8_001_hyperstack_crop_02,19,1,210,5.669999999999999,4,21.408571428571424,17.13714285714286,0.27999999999999997,0.8999999999999999,3.24224403618346,4.328270659684815,9.031931522150472,177.24285888671875,37221.0,214.0
ch20_URA7_URA8_001_hyperstack_crop_02,20,1,132,3.564,4,21.047727272727276,16.82045454545454,0.30681818181818177,0.8999999999999999,3.0347713267765823,3.7573208291748488,10.124500396237455,184.13636779785156,24306.0,215.0
ch20_URA7_URA8_001_hyperstack_crop_02,21,1,251,6.777,4,21.349003984063746,15.742231075697212,0.2784860557768924,0.8999999999999999,4.409425556594222,4.855591734416877,6.9762095918886144,174.2350616455078,43733.0,204.0
ch20_URA7_URA8_001_hyperstack_crop_02,22,1,152,4.104,4,21.517105263157895,15.282236842105263,0.3473684210526316,0.8999999999999999,2.8747157470585734,3.376642817064942,4.614129903230902,176.9144744873047,26891.0,207.0
ch20_URA7_URA8_001_hyperstack_crop_02,23,1,172,4.644,4,21.549418604651162,15.28953488372093,0.3122093023255814,0.8999999999999999,2.728067647298426,3.1125941306898905,10.380453882838525,179.0058135986328,30789.0,213.0
ch20_URA7_URA8_001_hyperstack_crop_02,24,1,126,3.4019999999999992,4,21.509523809523806,15.338095238095235,0.28571428571428564,0.8999999999999999,2.582789580655947,2.8505505310918346,11.43401434895361,177.63491821289062,22382.0,206.0
ch20_URA7_URA8_001_hyperstack_crop_02,25,1,100,2.6999999999999997,5,21.015,16.8,0.342,1.2,2.841704129337168,3.130572584914769,8.316963397257915,176.9600067138672,17696.0,205.0
ch20_URA7_URA8_001_hyperstack_crop_02,26,1,94,2.538,4,20.661702127659574,17.157446808510635,0.2999999999999999,0.8999999999999999,1.9322353936825913,2.387339071281457,6.440582181379878,181.0425567626953,17018.0,219.0
ch20_URA7_URA8_001_hyperstack_crop_02,27,1,227,6.128999999999999,5,20.842731277533037,17.514977973568282,0.37797356828193845,1.2,2.91355841387827,3.6104057240678893,4.776701031135268,173.4317169189453,39369.0,209.0
ch20_URA7_URA8_001_hyperstack_crop_02,28,1,108,2.9159999999999995,4,20.580555555555552,17.625000000000004,0.35,0.8999999999999999,2.500050443614622,2.649230717340103,4.1005306852585175,176.9166717529297,19107.0,217.0
ch20_URA7_URA8_001_hyperstack_crop_02,29,1,111,2.9969999999999994,5,20.391891891891895,17.713513513513515,0.391891891891892,1.2,2.1541842476499866,2.42702805297765,3.902708418102395,173.1351318359375,19218.0,203.0
ch20_URA7_URA8_001_hyperstack_crop_02,30,1,226,6.101999999999999,5,21.41283185840708,17.40929203539823,0.48584070796460177,1.2,3.1055607989036327,3.56413509381981,6.654897649676721,172.58407592773438,39004.0,211.0
ch20_URA7_URA8_001_hyperstack_crop_02,31,1,138,3.726,5,21.884782608695648,17.243478260869566,0.4260869565217392,1.2,2.79592640161947,3.306282405670813,4.483318489149686,174.21014404296875,24041.0,208.0
ch20_URA7_URA8_001_hyperstack_crop_02,32,1,90,2.4299999999999997,4,22.15,16.88,0.37666666666666665,0.8999999999999999,2.31438199399962,2.72853469837234,3.678672863267232,175.8111114501953,15823.0,210.0
ch20_URA7_URA8_001_hyperstack_crop_02,33,1,184,4.967999999999999,5,22.493478260869566,16.356521739130432,0.47119565217391296,1.2,2.911086570184782,3.400136427915482,5.13673780415409,164.99456787109375,30359.0,191.0
ch20_URA7_URA8_001_hyperstack_crop_02,34,1,50,1.3499999999999999,4,22.625999999999994,16.83,0.24600000000000002,0.8999999999999999,2.0759019474132363,2.5092096712905523,4.54227912523684,170.55999755859375,8528.0,202.0
ch20_URA7_URA8_001_hyperstack_crop_02,35,1,285,7.694999999999999,5,17.56947368421053,14.864210526315787,0.41473684210526324,1.2,4.035965327758947,4.644004521746275,7.423247168089087,159.29122924804688,45398.0,188.0
ch20_URA7_URA8_001_hyperstack_crop_02,36,1,13,0.351,3,17.446153846153845,15.0,0.3923076923076923,0.6,0.8608242061167575,0.8901670336317795,1.3335355440894827,175.53846740722656,2282.0,208.0
ch20_URA7_URA8_001_hyperstack_crop_02,37,1,134,3.6179999999999994,5,17.399999999999995,15.926865671641792,0.49477611940298527,1.2,2.7508331779874378,4.119753486752571,6.315832049822799,162.26866149902344,21744.0,198.0
ch20_URA7_URA8_001_hyperstack_crop_02,38,1,3,0.08099999999999999,2,16.5,15.399999999999999,0.7999999999999999,0.29999999999999993,0.42426406871192895,0.424264068711929,0.6000000000000006,163.6666717529297,491.0,167.0
ch20_URA7_URA8_001_hyperstack_crop_02,39,1,24,0.6479999999999999,2,18.400000000000002,16.7,0.125,0.3,1.3565248982195472,1.5192128513092211,4.010730531279849,154.3333282470703,3704.0,172.0
ch20_URA7_URA8_001_hyperstack_crop_02,40,1,80,2.1599999999999997,4,18.345,15.753749999999997,0.25125000000000003,0.8999999999999999,5.427730304188249,5.290261512022312,9.054494148526171,150.6750030517578,12054.0,173.0
ch20_URA7_URA8_001_hyperstack_crop_02,41,1,36,0.9719999999999999,3,18.658333333333328,15.216666666666665,0.16666666666666663,0.6,5.517374037086811,5.4321814981998795,9.98892012364982,151.5833282470703,5457.0,175.0
ch20_URA7_URA8_001_hyperstack_crop_02,42,1,56,1.512,4,17.83392857142857,14.442857142857141,0.24642857142857139,0.8999999999999999,5.167640110934341,5.037459905652519,10.370000055241462,153.5,8596.0,183.0
ch20_URA7_URA8_001_hyperstack_crop_02,43,1,203,5.481,4,18.146305418719212,13.85911330049261,0.3236453201970443,0.8999999999999999,5.891206658603853,6.245203036080878,13.705674001823741,148.31527709960938,30108.0,174.0
ch20_URA7_URA8_001_hyperstack_crop_02,44,1,42,1.134,3,15.864285714285716,14.757142857142856,0.2857142857142857,0.6,4.8388000968461204,4.560382266615895,6.738296560666449,151.40475463867188,6359.0,172.0
ch20_URA7_URA8_001_hyperstack_crop_02,45,1,133,3.5909999999999997,4,16.540601503759397,15.207518796992481,0.42180451127819546,0.8999999999999999,5.353693681232687,5.476583846816507,10.183708768794673,148.4887237548828,19749.0,177.0
ch20_URA7_URA8_001_hyperstack_crop_02,46,1,146,3.9419999999999993,4,15.891780821917807,15.700684931506848,0.3041095890410958,0.8999999999999999,5.937174501316882,6.381953642666793,14.570981864216202,148.76712036132812,21720.0,173.0
ch20_URA7_URA8_001_hyperstack_crop_02,47,1,115,3.105,4,15.923478260869565,15.62086956521739,0.2660869565217391,0.8999999999999999,6.647334924290843,6.608876538754595,12.547587454235275,149.9478302001953,17244.0,175.0
ch20_URA7_URA8_001_hyperstack_crop_02,48,1,190,5.129999999999999,4,15.137368421052631,15.023684210526316,0.3915789473684211,0.8999999999999999,6.244836052436273,6.630753319674737,19.033943811073808,146.05262756347656,27750.0,176.0
ch20_URA7_URA8_001_hyperstack_crop_02,49,1,72,1.9439999999999997,4,16.924999999999997,14.916666666666666,0.2708333333333333,0.8999999999999999,5.744753755907632,5.588686920870362,10.022966925367925,153.40277099609375,11045.0,178.0
ch20_URA7_URA8_001_hyperstack_crop_03,4,5,1,0.027,1,24.599999999999998,16.2,0.0,0.0,0.0,0.0,0.0,155.0,155.0,155.0
ch20_URA7_URA8_001_hyperstack_crop_03,5,5,30,0.8099999999999999,2,23.27,15.659999999999998,0.10999999999999997,0.3,1.5478743423370134,1.5944159288217705,4.590456719568522,164.46665954589844,4934.0,177.0
ch20_URA7_URA8_001_hyperstack_crop_03,8,5,1,0.027,1,24.9,13.2,0.3,0.0,0.0,0.0,0.0,165.0,165.0,165.0
ch20_URA7_URA8_001_hyperstack_crop_03,14,5,11,0.29699999999999993,2,23.12727272727273,15.354545454545455,0.02727272727272727,0.3,0.9687474603550904,1.0730741099317915,1.6242640687119247,152.09091186523438,1673.0,161.0
ch20_URA7_URA8_001_hyperstack_crop_03,21,5,30,0.8099999999999999,4,24.910000000000004,13.099999999999998,0.7199999999999996,0.8999999999999999,1.4798490588259992,1.5240319793965926,2.795893860066729,147.13333129882812,4414.0,159.0
ch20_URA7_URA8_001_hyperstack_crop_03,25,5,54,1.4579999999999997,4,24.638888888888893,15.56111111111111,0.31666666666666665,0.8999999999999999,2.206939094811272,2.4918868254598365,4.073674507139839,151.4629669189453,8179.0,172.0
ch20_URA7_URA8_001_hyperstack_crop_03,27,5,2,0.054,1,25.049999999999997,17.25,0.0,0.0,0.42426406871192945,0.42426406871192957,0.42426406871192957,152.5,305.0,154.0
ch20_URA7_URA8_001_hyperstack_crop_03,36,5,3,0.08099999999999999,1,26.3,15.699999999999998,0.0,0.0,0.42426406871192823,0.42426406871192823,0.5999999999999996,157.3333282470703,472.0,161.0
ch20_URA7_URA8_001_hyperstack_crop_03,37,5,35,0.945,2,25.482857142857146,16.911428571428573,0.04285714285714286,0.3,2.584836003956549,2.7606724704118952,3.4983582581549495,149.3428497314453,5227.0,173.0
ch20_URA7_URA8_001_hyperstack_crop_03,38,3,8,0.216,2,13.05,15.149999999999999,0.75,0.29999999999999993,0.3354580239250049,0.3019122215325044,0.6354101966249674,150.0,1200.0,164.0
ch20_URA7_URA8_001_hyperstack_crop_03,38,5,49,1.3229999999999997,2,24.593877551020412,16.824489795918367,0.12244897959183672,0.3,2.9018489851774927,3.1838370653999224,7.279413271555264,150.08163452148438,7354.0,166.0
ch20_URA7_URA8_001_hyperstack_crop_03,39,5,9,0.24299999999999997,2,24.999999999999996,16.366666666666667,0.16666666666666666,0.3,0.6432242017658972,0.7236272269866342,0.8279632738737346,154.3333282470703,1389.0,170.0
ch20_URA7_URA8_001_hyperstack_crop_03,40,5,31,0.8369999999999999,3,25.05483870967742,15.203225806451616,0.19354838709677413,0.6,4.448385439620648,4.335460461474341,6.227470507892033,152.5806427001953,4730.0,176.0
ch20_URA7_URA8_001_hyperstack_crop_03,41,5,72,1.9439999999999997,4,24.375,16.129166666666663,0.3958333333333333,0.8999999999999999,2.6570814382366406,2.725800278671186,7.931283635476174,150.0,10800.0,176.0
ch20_URA7_URA8_001_hyperstack_crop_03,42,5,59,1.5929999999999997,3,25.95762711864407,15.254237288135593,0.11186440677966102,0.6,3.2946506245979217,3.59543634582928,6.716460421901787,147.89830017089844,8726.0,170.0
ch20_URA7_URA8_001_hyperstack_crop_03,43,5,37,0.9989999999999999,3,26.04324324324324,14.756756756756756,0.21891891891891885,0.6,1.3239098599414845,1.2423498575344296,4.497918578728453,150.64865112304688,5574.0,175.0
ch20_URA7_URA8_001_hyperstack_crop_03,45,3,73,1.9709999999999996,3,14.547945205479452,15.735616438356162,0.2013698630136986,0.6,3.5857086915705016,3.5989100787590624,11.661478729453249,150.20547485351562,10965.0,168.0
ch20_URA7_URA8_001_hyperstack_crop_03,45,5,100,2.6999999999999997,4,24.993000000000002,15.857999999999997,0.22499999999999992,0.8999999999999999,3.008034302531414,3.3486805072944765,9.996350312232337,146.17999267578125,14618.0,167.0
ch20_URA7_URA8_001_hyperstack_crop_03,46,3,58,1.5659999999999998,4,14.156896551724136,14.917241379310346,0.28448275862068967,0.8999999999999999,2.4451420233367127,2.7020663178489577,5.339880981077657,157.1724090576172,9116.0,185.0
ch20_URA7_URA8_001_hyperstack_crop_03,46,5,112,3.024,5,24.249107142857138,15.104464285714284,0.4660714285714286,1.2,3.459077793015713,3.846657884908234,5.589701186670441,156.0,17472.0,194.0
ch20_URA7_URA8_001_hyperstack_crop_03,47,3,142,3.8339999999999996,4,14.693661971830982,14.558450704225354,0.3211267605633802,0.8999999999999999,3.435413210933138,3.6615746584126385,5.613971537193603,153.25352478027344,21762.0,188.0
ch20_URA7_URA8_001_hyperstack_crop_03,47,5,165,4.455,5,24.06909090909091,14.907272727272728,0.4909090909090909,1.2,3.499719827244758,3.8143742929548607,5.320135452793203,156.25454711914062,25782.0,187.0
ch20_URA7_URA8_001_hyperstack_crop_03,48,3,63,1.7009999999999996,3,14.928571428571427,14.319047619047618,0.21428571428571425,0.6,2.395770879346424,2.6567861947110645,4.078436491148301,155.6825408935547,9808.0,178.0
ch20_URA7_URA8_001_hyperstack_crop_03,48,5,157,4.239,5,23.30063694267516,14.791719745222931,0.5598726114649683,1.2,3.139708774267922,3.6103484251784597,5.068375448581415,154.84075927734375,24310.0,193.0
ch20_URA7_URA8_001_hyperstack_crop_03,49,3,28,0.756,3,16.049999999999997,13.189285714285713,0.21428571428571422,0.6,1.135514094649488,1.5462348372708767,2.289434619319212,154.5,4326.0,174.0
ch20_URA7_URA8_001_hyperstack_crop_03,49,5,161,4.3469999999999995,5,24.380124223602483,14.312422360248446,0.4639751552795031,1.2,3.7155012852051557,4.246028536717092,6.45169153939022,157.16148376464844,25303.0,189.0
ch20_URA7_URA8_001_hyperstack_crop_04,2,8,13,0.351,2,19.661538461538463,25.338461538461537,0.023076923076923075,0.3,0.9410195310320324,0.8469175779288649,0.8742640687119277,147.84616088867188,1922.0,162.0
ch20_URA7_URA8_001_hyperstack_crop_04,3,5,5,0.13499999999999998,2,22.979999999999997,17.339999999999996,0.42000000000000004,0.3,0.5010141158417947,0.5181974203088597,0.5181974203088597,143.39999389648438,717.0,151.0
ch20_URA7_URA8_001_hyperstack_crop_04,3,8,7,0.189,2,19.67142857142857,24.171428571428574,0.17142857142857143,0.3,0.47184956663906197,0.42527083582337644,0.45825756949558405,149.85714721679688,1049.0,162.0
ch20_URA7_URA8_001_hyperstack_crop_04,4,8,79,2.1329999999999996,5,20.240506329113924,25.218987341772156,0.5050632911392406,1.2,2.307792520429841,2.606826838570518,3.74245050156947,146.88607788085938,11604.0,173.0
ch20_URA7_URA8_001_hyperstack_crop_04,5,8,39,1.053,5,20.36153846153846,23.54615384615385,0.7076923076923075,1.2,1.2274051546879619,1.316653020091759,2.20414965460977,146.25640869140625,5704.0,161.0
ch20_URA7_URA8_001_hyperstack_crop_04,6,8,139,3.7529999999999992,5,20.216546762589925,25.25395683453237,0.5395683453237411,1.2,2.485822337038137,2.853478739264922,4.422749647158895,142.3309326171875,19784.0,160.0
ch20_URA7_URA8_001_hyperstack_crop_04,7,8,23,0.6209999999999999,3,18.573913043478264,25.786956521739132,0.1826086956521739,0.6,1.7749488410712733,1.642975244891562,3.426668246603402,144.82608032226562,3331.0,154.0
ch20_URA7_URA8_001_hyperstack_crop_04,8,8,18,0.48599999999999993,3,17.599999999999998,24.95,0.6333333333333333,0.5999999999999999,0.8711223178097365,0.8883076221872995,1.3927182607107773,147.05555725097656,2647.0,160.0
ch20_URA7_URA8_001_hyperstack_crop_04,9,8,24,0.6479999999999999,4,18.1125,25.349999999999998,0.5499999999999999,0.8999999999999999,1.3878451602557031,1.5470189590160837,2.2314551217361114,143.125,3435.0,158.0
ch20_URA7_URA8_001_hyperstack_crop_04,10,8,26,0.702,3,18.21923076923077,25.10769230769231,0.8653846153846154,0.6,0.9304839211702723,1.0637525081953672,1.8457021114686736,143.65383911132812,3735.0,163.0
ch20_URA7_URA8_001_hyperstack_crop_04,11,8,23,0.6209999999999999,4,18.79565217391304,25.86521739130435,0.7434782608695653,1.2,1.7750233678702487,1.9618070020273946,2.8544704914553627,140.78260803222656,3238.0,153.0
ch20_URA7_URA8_001_hyperstack_crop_04,12,8,16,0.432,3,18.487499999999997,25.143749999999997,0.8812499999999999,0.6,0.7778676117330957,0.8886672071801169,1.4345809346690723,141.4375,2263.0,157.0
ch20_URA7_URA8_001_hyperstack_crop_04,13,8,14,0.378,3,18.428571428571427,24.87857142857143,0.8142857142857143,0.6,0.808477180519883,0.8486767716466442,1.3327532154974917,140.07142639160156,1961.0,153.0
ch20_URA7_URA8_001_hyperstack_crop_04,14,8,75,2.025,4,19.236,25.24,0.33599999999999997,0.8999999999999999,2.105439382308503,2.487998156559871,3.6433563174082466,138.98666381835938,10424.0,158.0
ch20_URA7_URA8_001_hyperstack_crop_04,15,8,64,1.728,4,19.518749999999997,26.053125,0.32343749999999993,0.8999999999999999,2.4200596900752886,2.8571306817712196,5.263395201906251,137.859375,8823.0,157.0
ch20_URA7_URA8_001_hyperstack_crop_04,16,8,61,1.647,3,19.39180327868852,26.66065573770492,0.20655737704918029,0.6,2.2898991766306533,2.216263269733001,6.542682616159666,137.39344787597656,8381.0,154.0
ch20_URA7_URA8_001_hyperstack_crop_04,17,8,23,0.6209999999999999,2,19.578260869565216,27.10434782608696,0.03913043478260869,0.3,1.5188967580454091,1.6117748770859988,2.2778153067391154,139.6521759033203,3212.0,157.0
ch20_URA7_URA8_001_hyperstack_crop_04,18,8,6,0.16199999999999998,2,19.15,27.099999999999998,0.09999999999999999,0.3,0.716367850040393,0.72982500354709,1.2354101966249706,134.3333282470703,806.0,140.0
ch20_URA7_URA8_001_hyperstack_crop_04,22,8,12,0.32399999999999995,2,18.35,25.174999999999997,0.775,0.29999999999999993,0.9163489229726965,0.8280422434748191,1.5436677661205476,136.75,1641.0,146.0
ch20_URA7_URA8_001_hyperstack_crop_04,23,8,7,0.189,2,18.47142857142857,25.02857142857143,0.5142857142857142,0.8999999999999999,2.058611343858436,1.9555191694924297,2.4723418843102687,136.14285278320312,953.0,142.0
ch20_URA7_URA8_001_hyperstack_crop_04,32,8,6,0.16199999999999998,1,18.95,25.799999999999997,0.0,0.0,0.8333333333333321,0.8399999999999999,1.0242640687119284,133.6666717529297,802.0,139.0
ch20_URA7_URA8_001_hyperstack_crop_05,37,1,23,0.6209999999999999,2,19.91739130434783,21.56086956521739,0.10434782608695652,0.3,2.3622029777062834,2.2196042555949775,2.8519479357732083,139.3913116455078,3206.0,152.0
ch20_URA7_URA8_001_hyperstack_crop_05,38,1,121,3.2669999999999995,4,19.00661157024793,20.427272727272726,0.30991735537190085,0.8999999999999999,3.4588660304826457,4.028209709025753,10.547673801431188,138.75205993652344,16789.0,156.0
ch20_URA7_URA8_001_hyperstack_crop_05,39,1,112,3.024,4,19.32053571428571,20.496428571428574,0.28928571428571426,0.8999999999999999,2.7427135493276955,3.0796986337213275,8.783581351617107,137.86607360839844,15441.0,158.0
ch20_URA7_URA8_001_hyperstack_crop_05,40,1,117,3.159,5,19.81538461538462,20.300000000000004,0.3461538461538462,1.2,2.9992904685480677,3.303916341053803,7.356745331556856,137.73504638671875,16115.0,157.0
ch20_URA7_URA8_001_hyperstack_crop_05,41,1,74,1.9979999999999998,4,20.391891891891888,19.868918918918922,0.3486486486486486,0.8999999999999999,2.1005223765850243,2.381838747154047,5.002323370584337,137.6351318359375,10185.0,155.0
ch20_URA7_URA8_001_hyperstack_crop_05,42,1,104,2.808,4,20.359615384615385,20.180769230769233,0.2826923076923077,0.8999999999999999,3.153647989727232,3.559161036782463,5.574493841057638,135.36538696289062,14078.0,152.0
ch20_URA7_URA8_001_hyperstack_crop_05,43,1,43,1.161,3,20.141860465116277,20.37209302325581,0.11162790697674416,0.6,2.7730320438726044,2.9192639149841844,5.8663949575201855,141.06976318359375,6066.0,164.0
ch20_URA7_URA8_001_hyperstack_crop_05,44,1,103,2.7809999999999997,4,19.9135922330097,19.81456310679612,0.32912621359223293,0.8999999999999999,3.704544880528334,3.6734886553375166,8.405237620305453,133.291259765625,13729.0,154.0
ch20_URA7_URA8_001_hyperstack_crop_05,45,1,27,0.7289999999999999,3,19.83333333333333,20.3,0.23333333333333328,0.6,1.4028548838173351,1.4544918413066783,1.9142191097599601,137.44444274902344,3711.0,158.0
ch20_URA7_URA8_001_hyperstack_crop_05,46,1,67,1.8089999999999997,5,19.370149253731345,20.64626865671642,0.44328358208955215,1.2,2.7599693468315656,2.897946172185769,5.391905758715236,133.95523071289062,8975.0,151.0
ch20_URA7_URA8_001_hyperstack_crop_05,47,1,26,0.702,2,19.73076923076923,20.75769230769231,0.11538461538461536,0.3,1.2866407771984987,1.3628924414385637,2.5500584667280983,136.26922607421875,3543.0,147.0
