frame,filament_id,size_px,length_px,z,y,x
20,3,11,4.56,0.8181818181818182,55.36363636363637,63.90909090909091
21,3,42,10.78,0.7142857142857143,53.92857142857143,74.0
22,3,36,10.67,0.6666666666666666,64.5,67.0
23,3,34,13.78,0.29411764705882354,63.0,72.6470588235294
28,3,11,4.84,0.09090909090909091,69.63636363636364,72.36363636363636
30,3,42,14.55,0.5238095238095238,65.38095238095238,73.73809523809524
31,3,41,9.17,1.0,66.58536585365853,67.53658536585365
32,3,36,10.0,0.75,54.361111111111114,76.80555555555556
33,3,23,9.39,0.5652173913043478,63.52173913043478,77.78260869565217
34,3,34,11.68,0.9411764705882353,64.73529411764706,77.20588235294117
35,3,25,9.02,0.92,66.76,74.52
36,3,33,8.99,1.3636363636363635,71.9090909090909,74.42424242424242
37,3,19,5.76,0.42105263157894735,74.89473684210526,73.78947368421052
38,3,30,11.3,0.7,74.16666666666667,71.76666666666667
39,3,13,6.68,0.6153846153846154,72.23076923076923,72.61538461538461
