frame,filament_id,size_px,length_px,z,y,x
3,1,28,10.21,0.03571428571428571,43.5,63.67857142857143
4,7,5,3.46,0.0,85.2,62.4
5,7,5,3.46,0.4,82.2,61.4
7,1,6,4.2,0.0,42.833333333333336,65.0
9,7,10,13.23,1.4,78.0,62.1
10,7,5,3.46,0.4,77.6,64.8
11,1,8,3.7,0.125,43.125,65.125
19,7,9,3.46,0.1111111111111111,90.0,67.0
21,1,6,3.58,0.16666666666666666,37.5,67.0
25,1,5,3.46,0.0,43.4,64.2
27,1,12,15.37,0.08333333333333333,43.416666666666664,60.916666666666664
29,1,20,12.4,0.15,42.05,60.35
32,1,11,4.56,0.0,43.09090909090909,66.63636363636364
