frame,filament_id,size_px,length_px,z,y,x
1,2,51,14.78,0.29411764705882354,40.78431372549019,75.47058823529412
2,2,13,4.5,0.6923076923076923,40.38461538461539,73.38461538461539
3,2,34,16.28,0.6764705882352942,41.14705882352941,74.17647058823529
4,2,17,6.56,0.35294117647058826,40.88235294117647,74.47058823529412
5,2,16,9.5,0.4375,39.9375,75.5625
6,2,35,19.2,0.6285714285714286,41.51428571428571,77.8
6,3,28,7.2,0.6785714285714286,52.57142857142857,62.82142857142857
7,2,17,5.84,0.8823529411764706,40.294117647058826,72.05882352941177
7,3,30,7.55,0.8,52.833333333333336,60.93333333333333
8,3,15,5.44,0.4,51.06666666666667,62.266666666666666
9,2,23,8.22,0.43478260869565216,39.08695652173913,72.52173913043478
9,3,45,9.96,0.4888888888888889,50.977777777777774,65.22222222222223
10,2,8,3.7,0.25,40.125,72.875
10,3,38,13.39,0.42105263157894735,51.63157894736842,66.60526315789474
11,2,12,5.23,1.0833333333333333,40.583333333333336,72.58333333333333
11,3,41,9.56,0.975609756097561,54.073170731707314,67.78048780487805
12,3,31,8.43,0.5806451612903226,51.193548387096776,67.16129032258064
13,2,5,3.46,1.0,38.8,71.6
13,3,36,8.75,0.75,50.083333333333336,67.08333333333333
14,3,19,5.86,0.5263157894736842,49.63157894736842,67.05263157894737
15,3,30,7.65,0.8,51.3,65.13333333333334
16,3,30,9.91,0.6,53.733333333333334,65.0
17,3,56,12.47,0.5535714285714286,58.839285714285715,67.07142857142857
18,3,27,8.32,0.2222222222222222,58.25925925925926,67.25925925925925
19,3,37,8.99,0.4594594594594595,58.027027027027025,70.32432432432432
20,3,39,9.97,0.6923076923076923,57.0,68.7948717948718
21,3,14,7.14,0.42857142857142855,57.0,70.28571428571429
22,3,10,6.37,0.5,52.9,68.9
23,3,24,8.39,0.4166666666666667,54.041666666666664,71.70833333333333
24,3,13,4.5,0.46153846153846156,56.38461538461539,70.38461538461539
25,3,8,3.7,0.375,58.125,68.875
26,3,23,8.79,0.43478260869565216,57.130434782608695,67.95652173913044
27,3,23,8.39,0.30434782608695654,57.95652173913044,67.21739130434783
28,3,17,7.89,0.35294117647058826,60.11764705882353,66.3529411764706
29,3,22,9.44,0.4090909090909091,58.72727272727273,65.36363636363636
33,3,14,5.78,0.07142857142857142,55.642857142857146,70.71428571428571
34,3,8,5.24,0.125,55.0,70.5
