frame,filament_id,size_px,length_px,z,y,x
5,3,28,6.97,0.4642857142857143,48.67857142857143,65.28571428571429
6,3,63,12.07,0.4603174603174603,50.698412698412696,65.6984126984127
7,3,54,10.71,0.7037037037037037,49.46296296296296,65.44444444444444
8,3,46,12.46,0.43478260869565216,51.32608695652174,59.93478260869565
9,3,42,10.78,0.6666666666666666,50.92857142857143,62.0
10,3,37,9.36,0.5675675675675675,50.027027027027025,62.567567567567565
11,3,44,10.41,0.4318181818181818,51.47727272727273,66.5909090909091
12,3,60,14.24,0.35,50.25,64.13333333333334
13,3,65,15.43,0.49230769230769234,47.50769230769231,62.49230769230769
14,3,34,9.16,0.7647058823529411,48.3235294117647,62.8235294117647
15,3,23,6.03,0.5652173913043478,51.0,62.0
16,3,17,6.63,0.7647058823529411,53.705882352941174,62.470588235294116
17,3,45,10.97,0.6666666666666666,56.48888888888889,62.71111111111111
18,3,54,13.72,0.9259259259259259,56.31481481481482,65.35185185185185
19,3,36,13.22,0.5555555555555556,53.361111111111114,60.69444444444444
20,3,24,7.08,0.8333333333333334,52.416666666666664,58.666666666666664
21,3,43,18.42,0.8604651162790697,50.325581395348834,61.41860465116279
22,3,50,14.95,0.68,51.44,64.6
23,3,40,10.24,0.5,49.175,67.2
24,3,67,13.46,0.7761194029850746,49.80597014925373,66.28358208955224
25,3,15,11.0,0.4,55.266666666666666,65.86666666666666
26,3,23,6.16,0.7391304347826086,54.43478260869565,67.08695652173913
27,3,30,9.94,1.1,55.86666666666667,65.33333333333333
28,3,21,11.84,0.2857142857142857,56.095238095238095,64.71428571428571
29,3,42,14.59,0.35714285714285715,55.92857142857143,61.45238095238095
30,3,35,15.37,0.4857142857142857,55.142857142857146,63.885714285714286
31,3,38,11.21,0.5526315789473685,52.473684210526315,66.94736842105263
