frame,filament_id,size_px,length_px,z,y,x
3,1,7,4.0,0.0,55.0,69.0
5,1,97,12.62,0.4948453608247423,51.8041237113402,70.88659793814433
6,1,45,11.2,0.5333333333333333,51.46666666666667,71.5111111111111
7,1,69,12.74,0.5217391304347826,51.47826086956522,70.6376811594203
9,1,23,10.54,0.0,52.43478260869565,70.47826086956522
11,1,63,12.77,0.8095238095238095,53.523809523809526,69.82539682539682
12,1,51,10.95,0.27450980392156865,53.27450980392157,71.45098039215686
13,1,47,13.99,0.425531914893617,46.276595744680854,73.68085106382979
14,1,75,13.29,0.41333333333333333,50.52,73.85333333333334
15,1,86,12.97,0.5348837209302325,54.45348837209303,73.53488372093024
16,1,83,12.73,0.6987951807228916,56.81927710843374,71.67469879518072
17,1,76,10.36,0.8552631578947368,59.88157894736842,71.09210526315789
18,1,48,11.64,0.5,60.416666666666664,71.0625
19,1,98,13.6,0.3877551020408163,57.714285714285715,71.72448979591837
20,1,68,12.55,0.8823529411764706,55.75,70.20588235294117
21,1,124,16.92,0.6854838709677419,52.66129032258065,71.61290322580645
22,1,64,11.79,0.625,51.265625,72.140625
23,1,76,10.73,0.5921052631578947,51.026315789473685,72.34210526315789
24,1,56,10.04,0.32142857142857145,51.285714285714285,72.41071428571429
25,1,53,12.04,0.6037735849056604,56.41509433962264,70.28301886792453
26,1,41,8.11,0.3170731707317073,57.63414634146341,69.07317073170732
27,1,95,11.8,0.5789473684210527,59.10526315789474,69.86315789473684
28,1,60,9.6,0.8,59.11666666666667,68.95
29,1,48,8.87,0.5416666666666666,59.729166666666664,68.20833333333333
30,1,88,12.89,1.0340909090909092,58.69318181818182,71.51136363636364
31,1,57,11.16,1.0526315789473684,57.89473684210526,73.10526315789474
32,1,42,8.86,0.9285714285714286,56.523809523809526,73.95238095238095
33,1,68,11.35,0.9852941176470589,54.61764705882353,75.54411764705883
34,1,28,8.36,0.6428571428571429,56.142857142857146,75.57142857142857
35,1,98,16.75,0.9183673469387755,49.95918367346939,59.03061224489796
36,1,7,4.0,1.4285714285714286,50.0,58.0
37,1,45,13.56,1.0222222222222221,53.422222222222224,58.644444444444446
39,1,15,6.21,0.2,55.733333333333334,61.53333333333333
40,1,37,24.12,0.4864864864864865,52.567567567567565,60.75675675675676
41,1,25,27.49,0.32,50.28,61.8
42,1,28,27.22,0.32142857142857145,47.607142857142854,60.07142857142857
43,1,87,27.17,0.6551724137931034,46.2183908045977,60.4367816091954
44,1,19,21.44,0.6842105263157895,49.473684210526315,54.10526315789474
45,1,54,24.17,1.1851851851851851,50.46296296296296,55.03703703703704
46,1,65,25.19,0.6461538461538462,52.66153846153846,53.89230769230769
47,1,53,28.56,0.4339622641509434,52.41509433962264,54.132075471698116
48,1,80,24.38,0.925,50.7375,51.525
49,1,38,26.91,0.631578947368421,49.60526315789474,56.36842105263158
