frame,filament_id,size_px,length_px,z,y,x
4,1,13,9.55,0.38461538461538464,37.23076923076923,51.46153846153846
5,1,88,23.97,0.5568181818181818,35.73863636363637,49.52272727272727
6,1,93,25.81,0.46236559139784944,38.053763440860216,51.215053763440864
7,1,83,19.55,0.7469879518072289,40.06024096385542,55.25301204819277
8,1,36,8.23,1.0555555555555556,39.27777777777778,49.22222222222222
9,1,65,18.46,0.4153846153846154,37.784615384615385,50.55384615384615
10,1,36,9.05,0.5277777777777778,40.888888888888886,53.44444444444444
23,1,8,4.4,0.125,31.375,59.75
29,6,22,7.96,0.18181818181818182,82.36363636363636,60.95454545454545
32,6,30,13.7,0.26666666666666666,77.06666666666666,64.0
39,6,31,9.1,0.16129032258064516,80.6774193548387,62.87096774193548
40,6,21,7.95,0.19047619047619047,78.66666666666667,62.76190476190476
46,6,29,13.86,0.3103448275862069,84.82758620689656,60.89655172413793
47,6,39,9.83,0.46153846153846156,82.61538461538461,61.12820512820513
48,6,34,8.05,0.7941176470588235,81.26470588235294,61.029411764705884
49,6,26,6.81,0.5,78.6923076923077,63.5
