frame,filament_id,size_px,length_px,z,y,x
26,2,23,7.63,1.0434782608695652,64.65217391304348,50.391304347826086
27,2,68,14.61,1.7058823529411764,67.32352941176471,53.544117647058826
28,2,62,13.46,1.8387096774193548,68.41935483870968,56.62903225806452
29,2,49,11.67,1.2040816326530612,68.6734693877551,60.326530612244895
30,2,81,15.59,1.1975308641975309,68.85185185185185,63.135802469135804
31,2,39,10.42,0.3333333333333333,64.53846153846153,67.33333333333333
32,2,52,15.32,0.5769230769230769,61.78846153846154,66.36538461538461
33,2,61,15.42,0.8032786885245902,60.42622950819672,67.49180327868852
34,2,55,13.33,0.8909090909090909,63.36363636363637,68.25454545454545
35,2,17,12.15,0.4117647058823529,70.70588235294117,55.35294117647059
36,2,12,4.97,0.16666666666666666,72.75,60.083333333333336
38,2,7,3.87,0.5714285714285714,72.28571428571429,52.857142857142854
41,2,29,7.84,0.6896551724137931,61.6551724137931,52.827586206896555
42,2,25,6.69,0.76,61.16,52.72
43,2,27,14.08,0.8148148148148148,59.592592592592595,53.0
44,2,28,6.52,0.9642857142857143,61.57142857142857,50.964285714285715
45,2,34,7.97,0.9411764705882353,64.82352941176471,50.26470588235294
46,2,34,8.05,0.7352941176470589,66.97058823529412,49.73529411764706
47,2,30,7.4,0.6,66.53333333333333,49.43333333333333
48,2,39,8.64,0.9743589743589743,66.2051282051282,48.256410256410255
49,2,30,7.04,0.9333333333333333,63.03333333333333,50.733333333333334
