frame,filament_id,size_px,length_px,z,y,x
6,1,10,4.62,0.3,40.5,70.0
7,1,27,16.24,0.6296296296296297,42.25925925925926,70.92592592592592
8,1,49,12.7,0.6938775510204082,40.10204081632653,68.3061224489796
9,1,43,11.52,0.4883720930232558,40.348837209302324,69.76744186046511
10,1,35,9.49,1.0,47.48571428571429,69.74285714285715
11,1,23,6.03,0.6521739130434783,46.0,71.0
12,1,26,7.5,1.5,47.03846153846154,69.0
13,1,24,5.84,1.0833333333333333,46.708333333333336,70.0
14,1,27,7.15,1.5555555555555556,49.0,67.0
15,1,34,7.95,1.7941176470588236,49.5,67.11764705882354
16,1,31,7.94,1.4516129032258065,53.12903225806452,64.93548387096774
17,1,32,8.19,1.4375,55.90625,64.9375
18,1,31,8.15,1.032258064516129,56.064516129032256,66.35483870967742
19,1,27,6.76,0.9259259259259259,56.44444444444444,67.96296296296296
20,1,22,6.6,0.8181818181818182,56.18181818181818,67.0
21,1,34,7.43,0.9705882352941176,54.26470588235294,67.8529411764706
22,1,16,6.48,0.5625,43.875,73.6875
23,1,29,12.09,0.896551724137931,43.93103448275862,72.13793103448276
24,1,10,11.91,2.2,46.1,67.9
25,1,25,17.45,0.52,45.76,69.04
28,1,11,7.48,0.7272727272727273,44.90909090909091,65.9090909090909
30,1,13,4.86,1.3076923076923077,41.07692307692308,64.38461538461539
31,1,25,7.75,0.56,41.0,67.0
33,1,18,6.47,0.6666666666666666,38.72222222222222,69.27777777777777
34,1,19,6.17,0.9473684210526315,38.68421052631579,68.6842105263158
37,1,13,4.5,0.6153846153846154,45.38461538461539,68.61538461538461
42,1,10,4.62,0.4,39.5,72.0
46,1,8,4.38,0.125,46.0,69.75
