frame,filament_id,size_px,length_px,z,y,x
3,2,22,5.89,1.0454545454545454,61.22727272727273,76.72727272727273
4,2,66,15.56,1.3181818181818181,54.666666666666664,77.81818181818181
5,2,31,7.93,1.032258064516129,56.74193548387097,77.87096774193549
6,2,40,7.35,1.25,54.625,80.1
7,2,104,15.77,1.5192307692307692,54.19230769230769,69.86538461538461
8,2,37,9.51,0.5405405405405406,58.86486486486486,75.70270270270271
9,2,62,10.4,1.7419354838709677,56.38709677419355,67.85483870967742
10,2,74,16.45,1.5,56.83783783783784,68.13513513513513
11,2,59,12.11,1.6271186440677967,57.440677966101696,68.35593220338983
12,2,51,13.2,0.9019607843137255,56.431372549019606,68.86274509803921
13,2,70,17.02,1.0142857142857142,56.77142857142857,69.01428571428572
