frame,filament_id,size_px,length_px,z,y,x
2,4,21,10.94,0.2857142857142857,73.66666666666667,58.76190476190476
3,3,6,3.58,1.3333333333333333,51.0,52.5
3,4,36,17.77,0.3611111111111111,72.02777777777777,59.333333333333336
4,3,19,6.53,0.631578947368421,46.0,56.0
4,4,15,5.33,0.3333333333333333,71.46666666666667,58.333333333333336
5,3,15,5.33,0.6,45.333333333333336,55.46666666666667
5,4,22,6.03,1.0909090909090908,73.31818181818181,57.09090909090909
6,4,15,6.11,0.6666666666666666,75.0,58.333333333333336
7,3,16,5.16,0.375,46.75,54.4375
7,4,21,8.42,0.6666666666666666,75.80952380952381,57.523809523809526
8,4,27,8.64,0.6296296296296297,76.4074074074074,57.55555555555556
9,4,17,5.66,0.5294117647058824,76.11764705882354,58.470588235294116
10,4,25,7.18,0.64,76.32,58.56
11,3,18,5.7,0.6666666666666666,48.5,56.0
11,4,31,14.05,0.7419354838709677,77.74193548387096,61.935483870967744
12,4,11,4.56,0.2727272727272727,77.0909090909091,60.36363636363637
13,4,29,11.06,0.7931034482758621,74.44827586206897,60.03448275862069
14,4,17,5.34,0.47058823529411764,74.88235294117646,60.411764705882355
15,4,34,9.5,0.8529411764705882,77.38235294117646,61.64705882352941
16,4,26,7.94,0.5769230769230769,79.92307692307692,60.73076923076923
17,4,39,14.72,0.41025641025641024,82.0,61.17948717948718
18,4,33,11.14,0.5454545454545454,82.21212121212122,62.09090909090909
19,4,9,3.46,0.5555555555555556,81.0,58.0
20,3,11,4.75,0.45454545454545453,61.18181818181818,66.45454545454545
20,4,70,17.62,0.7285714285714285,77.38571428571429,61.142857142857146
21,4,6,7.5,0.16666666666666666,79.0,59.5
22,3,11,4.75,0.7272727272727273,57.54545454545455,66.81818181818181
22,4,27,8.33,0.6296296296296297,77.70370370370371,59.81481481481482
23,4,18,5.7,0.4444444444444444,76.5,60.0
24,4,20,6.5,0.85,77.65,59.55
25,3,5,3.46,0.8,60.2,66.6
25,4,15,5.33,0.4,80.46666666666667,57.333333333333336
26,3,9,4.12,0.7777777777777778,60.888888888888886,64.33333333333333
26,4,23,7.63,0.4782608695652174,80.56521739130434,57.73913043478261
27,4,27,7.84,0.8888888888888888,82.77777777777777,58.18518518518518
30,4,26,9.33,0.5,81.46153846153847,59.73076923076923
31,4,20,6.68,0.85,80.0,60.45
32,4,8,5.75,0.375,78.875,61.625
33,4,26,8.03,0.8846153846153846,76.73076923076923,62.96153846153846
34,4,6,3.58,0.0,78.5,63.0
35,4,24,16.77,0.4583333333333333,77.29166666666667,62.583333333333336
36,4,16,5.16,0.6875,81.4375,60.75
37,4,20,7.93,0.5,83.05,60.85
38,4,9,5.59,0.0,83.55555555555556,58.77777777777778
41,4,16,5.16,0.5,78.25,61.5625
42,4,9,4.54,0.5555555555555556,77.33333333333333,61.55555555555556
45,4,11,8.03,0.6363636363636364,80.9090909090909,60.0
46,4,6,3.58,0.0,84.0,59.5
