frame,filament_id,size_px,length_px,z,y,x
4,2,12,5.31,0.08333333333333333,56.166666666666664,64.66666666666667
5,2,20,14.14,0.6,51.0,69.5
5,4,32,9.19,0.3125,77.625,65.65625
6,2,13,4.5,1.2307692307692308,52.38461538461539,69.38461538461539
6,4,22,6.85,0.5909090909090909,77.36363636363636,63.0
7,2,22,14.98,0.5909090909090909,50.13636363636363,68.54545454545455
7,4,25,6.11,0.52,80.44,66.24
8,2,23,10.51,0.9130434782608695,46.82608695652174,62.17391304347826
8,4,19,5.86,0.5789473684210527,80.05263157894737,64.63157894736842
9,2,38,11.44,1.4473684210526316,49.578947368421055,67.3157894736842
9,4,18,5.7,0.6111111111111112,79.5,64.0
10,2,24,6.56,0.75,49.666666666666664,65.0
11,2,11,4.75,1.3636363636363635,53.18181818181818,69.54545454545455
11,4,11,4.56,0.2727272727272727,79.36363636363636,61.09090909090909
12,2,16,9.68,0.5625,54.5,67.875
12,4,11,4.0,0.6363636363636364,78.18181818181819,62.81818181818182
13,4,16,5.21,0.375,73.625,60.5625
14,5,19,5.7,0.15789473684210525,75.42105263157895,63.89473684210526
15,2,7,7.19,2.7142857142857144,55.57142857142857,65.28571428571429
15,5,20,5.81,0.3,78.85,65.85
16,5,26,6.32,0.5384615384615384,79.0,62.5
17,2,8,3.7,2.375,59.125,63.875
18,2,15,4.78,2.7333333333333334,58.4,63.4
19,2,9,3.46,2.6666666666666665,56.0,62.0
20,5,21,6.85,0.09523809523809523,80.61904761904762,61.714285714285715
21,2,12,11.96,0.75,51.75,72.08333333333333
23,5,30,7.17,0.2,77.66666666666667,61.666666666666664
24,5,7,3.27,0.42857142857142855,78.28571428571429,59.0
25,5,34,8.45,0.6176470588235294,81.26470588235294,60.5
26,5,17,5.85,0.47058823529411764,81.17647058823529,59.23529411764706
28,5,5,2.83,0.0,82.0,58.0
31,2,10,4.17,0.2,53.6,72.4
32,5,9,5.1,0.0,76.66666666666667,62.333333333333336
36,2,12,4.0,1.0833333333333333,54.5,71.5
37,2,15,4.95,0.6,56.666666666666664,70.86666666666666
39,2,7,3.27,0.14285714285714285,55.0,69.71428571428571
40,2,6,4.38,0.3333333333333333,52.5,72.5
41,2,7,3.27,0.5714285714285714,51.714285714285715,73.0
42,2,9,4.9,0.5555555555555556,50.55555555555556,72.88888888888889
47,2,11,4.44,0.45454545454545453,57.18181818181818,69.54545454545455
48,2,5,4.47,0.8,55.8,67.2
