frame,filament_id,size_px,length_px,z,y,x
8,1,26,9.2,0.38461538461538464,37.61538461538461,63.80769230769231
9,1,21,6.26,0.7142857142857143,35.857142857142854,64.14285714285714
10,1,25,7.49,0.92,35.04,63.64
11,1,26,9.58,2.3076923076923075,38.69230769230769,66.8076923076923
12,1,25,6.14,1.84,44.96,64.4
13,1,67,16.79,1.1343283582089552,42.28358208955224,65.43283582089552
14,1,15,26.93,0.5333333333333333,43.93333333333333,63.53333333333333
15,1,46,23.46,0.5217391304347826,48.26086956521739,62.26086956521739
16,1,30,7.76,0.4666666666666667,56.43333333333333,67.83333333333333
17,1,41,8.62,0.36585365853658536,56.390243902439025,70.3170731707317
18,1,31,6.53,0.5483870967741935,57.54838709677419,66.41935483870968
19,1,40,8.4,0.6,55.775,67.325
20,1,32,8.9,0.34375,55.5,68.09375
21,1,24,6.67,0.8333333333333334,55.041666666666664,65.70833333333333
22,1,36,7.67,0.9722222222222222,48.77777777777778,65.55555555555556
23,1,39,8.84,0.9487179487179487,51.282051282051285,68.15384615384616
24,1,60,14.0,0.4,52.06666666666667,65.08333333333333
25,1,36,8.23,0.6111111111111112,57.0,66.13888888888889
26,1,39,8.17,0.8717948717948718,58.0,64.02564102564102
27,1,63,10.77,0.6507936507936508,57.73015873015873,64.03174603174604
28,1,68,12.09,0.5,58.13235294117647,65.25
29,1,55,11.8,0.509090909090909,58.03636363636364,64.49090909090908
30,1,41,7.91,0.7317073170731707,54.146341463414636,68.07317073170732
31,1,28,6.94,0.75,53.357142857142854,69.32142857142857
32,1,40,10.69,0.2,50.35,68.75
33,1,53,11.33,0.7358490566037735,48.60377358490566,71.56603773584905
34,1,90,16.7,0.5666666666666667,49.355555555555554,68.32222222222222
35,1,70,16.93,0.37142857142857144,50.47142857142857,65.95714285714286
36,1,42,11.71,0.6190476190476191,52.142857142857146,59.04761904761905
37,1,57,12.25,0.7719298245614035,54.59649122807018,58.64912280701754
38,1,64,12.52,0.734375,54.6875,56.59375
39,1,62,12.36,0.8225806451612904,50.88709677419355,56.54838709677419
40,1,85,15.3,0.5058823529411764,49.51764705882353,59.37647058823529
41,1,51,10.94,0.7058823529411765,50.64705882352941,58.03921568627451
42,1,5,3.46,0.0,51.6,61.2
