frame,filament_id,size_px,length_px,z,y,x
3,3,15,4.95,0.4666666666666667,57.733333333333334,64.66666666666667
4,3,20,6.21,0.4,55.65,65.2
5,3,26,6.88,0.5384615384615384,54.5,64.76923076923077
6,3,20,5.73,0.8,56.65,66.6
6,4,25,6.69,0.36,80.36,68.88
7,4,23,6.83,0.7391304347826086,79.1304347826087,67.1304347826087
8,3,20,6.39,0.35,55.1,62.95
8,4,11,4.75,0.2727272727272727,80.18181818181819,67.45454545454545
9,3,7,3.27,0.0,55.285714285714285,64.0
9,4,11,4.56,0.0,78.36363636363636,68.9090909090909
10,4,17,5.6,0.5882352941176471,77.76470588235294,69.6470588235294
11,4,19,5.64,0.47368421052631576,78.0,69.36842105263158
12,4,26,6.53,0.8076923076923077,75.11538461538461,70.73076923076923
13,4,15,4.95,0.7333333333333333,73.66666666666667,69.73333333333333
14,4,24,6.55,0.625,73.79166666666667,71.625
15,4,25,6.14,0.88,78.04,70.6
16,4,34,7.17,1.2352941176470589,81.17647058823529,67.05882352941177
17,4,24,6.95,0.9166666666666666,80.83333333333333,67.83333333333333
18,4,31,7.92,0.9032258064516129,79.80645161290323,68.70967741935483
19,4,23,7.03,0.7391304347826086,80.1304347826087,70.73913043478261
20,4,25,7.21,0.56,79.0,70.24
21,4,8,3.7,1.0,76.875,71.125
22,3,18,7.14,0.05555555555555555,56.388888888888886,65.5
24,4,7,4.0,0.14285714285714285,74.0,70.0
25,4,12,12.49,0.0,74.41666666666667,71.16666666666667
29,3,6,3.58,0.5,62.0,60.5
33,4,35,10.98,0.2,69.22857142857143,67.91428571428571
41,4,32,9.56,0.5625,68.75,67.375
42,4,18,8.03,0.5,68.61111111111111,68.33333333333333
43,4,19,10.27,0.21052631578947367,68.52631578947368,66.94736842105263
48,4,15,4.97,1.1333333333333333,71.0,60.4
49,4,15,5.91,0.13333333333333333,69.6,62.0
