frame,filament_id,size_px,length_px,z,y,x
2,1,7,4.49,0.0,34.285714285714285,65.42857142857143
2,6,22,6.57,0.09090909090909091,79.4090909090909,63.54545454545455
3,6,22,7.96,0.4090909090909091,79.72727272727273,62.45454545454545
4,6,31,8.03,0.5483870967741935,79.19354838709677,64.3225806451613
15,2,18,5.41,2.4444444444444446,48.77777777777778,71.5
16,2,15,4.78,2.2666666666666666,50.6,69.4
19,2,8,3.7,2.25,50.875,72.125
20,2,9,4.12,2.3333333333333335,49.666666666666664,71.11111111111111
21,2,8,3.7,2.25,47.875,72.125
24,2,11,4.2,2.727272727272727,47.54545454545455,71.36363636363636
25,2,6,3.58,2.6666666666666665,50.0,70.5
