frame,filament_id,size_px,length_px,z,y,x
7,3,7,4.0,0.14285714285714285,43.0,66.0
14,4,8,4.16,0.0,72.25,68.75
17,4,16,6.02,0.3125,80.75,68.25
18,4,26,7.43,0.23076923076923078,80.34615384615384,68.84615384615384
19,4,7,5.63,0.0,78.57142857142857,69.57142857142857
21,4,37,9.83,0.3783783783783784,75.70270270270271,65.62162162162163
22,4,19,6.01,0.5263157894736842,74.84210526315789,61.68421052631579
23,4,28,8.28,1.0,74.17857142857143,62.0
24,4,25,8.38,1.04,74.8,61.88
25,4,31,6.95,1.096774193548387,77.80645161290323,60.96774193548387
26,4,7,3.87,1.2857142857142858,78.14285714285714,59.714285714285715
27,4,22,6.15,1.3181818181818181,80.0909090909091,59.95454545454545
28,4,29,7.84,0.9310344827586207,80.17241379310344,59.3448275862069
29,4,28,7.19,1.3928571428571428,79.42857142857143,58.17857142857143
30,4,32,8.56,1.46875,78.40625,60.53125
31,4,20,6.3,0.9,76.85,62.25
32,4,39,11.88,0.7435897435897436,74.41025641025641,64.02564102564102
33,4,23,6.42,0.2608695652173913,74.17391304347827,65.8695652173913
34,4,41,11.25,0.24390243902439024,74.48780487804878,67.51219512195122
35,4,54,12.57,0.42592592592592593,75.14814814814815,67.22222222222223
36,4,36,9.3,0.5555555555555556,76.72222222222223,65.0
37,4,25,8.96,0.48,81.12,66.28
38,4,26,9.42,0.23076923076923078,78.73076923076923,65.5
41,4,26,10.81,0.34615384615384615,72.3076923076923,69.8076923076923
42,4,22,9.49,0.4090909090909091,71.36363636363636,71.36363636363636
47,4,13,5.03,0.23076923076923078,78.23076923076923,63.76923076923077
