frame,filament_id,size_px,length_px,z,y,x
6,5,5,3.46,0.0,80.4,74.8
7,5,19,5.42,0.5263157894736842,77.84210526315789,73.15789473684211
8,5,7,3.87,0.42857142857142855,77.85714285714286,72.28571428571429
9,5,12,5.11,0.3333333333333333,76.83333333333333,73.91666666666667
10,5,15,4.78,0.7333333333333333,77.4,73.86666666666666
11,5,6,3.58,0.16666666666666666,78.0,76.5
12,5,12,4.67,0.25,76.5,76.0
13,5,12,5.11,0.3333333333333333,74.16666666666667,75.08333333333333
15,5,11,5.3,1.1818181818181819,77.0909090909091,77.18181818181819
16,5,30,7.41,0.6666666666666666,79.73333333333333,75.23333333333333
17,5,21,5.76,0.6666666666666666,83.04761904761905,74.61904761904762
18,5,8,3.7,0.5,81.875,75.125
19,5,5,3.46,0.0,80.8,75.6
20,5,20,6.81,0.5,79.65,73.35
21,5,20,6.5,0.65,79.45,74.65
22,5,23,8.57,0.17391304347826086,79.3913043478261,72.78260869565217
23,5,13,4.5,0.46153846153846156,77.38461538461539,74.61538461538461
35,5,12,4.56,0.5833333333333334,79.08333333333333,72.66666666666667
