frame,filament_id,size_px,length_px,z,y,x
11,6,11,4.2,0.0,60.36363636363637,67.54545454545455
14,6,22,6.62,0.36363636363636365,62.36363636363637,60.5
15,6,10,4.62,0.8,65.5,59.0
16,6,25,5.83,0.32,69.72,59.12
22,6,20,6.42,0.75,62.25,60.3
23,6,34,9.11,0.2647058823529412,63.411764705882355,62.088235294117645
25,6,20,7.57,0.25,65.65,65.05
26,6,10,4.47,0.4,66.6,59.9
27,6,14,9.19,0.07142857142857142,69.21428571428571,58.285714285714285
28,6,24,10.09,0.08333333333333333,68.29166666666667,64.41666666666667
29,6,40,13.49,0.1,68.45,59.75
30,6,50,15.12,0.22,67.64,59.86
31,6,44,12.64,0.25,64.52272727272727,61.86363636363637
33,6,63,19.54,0.36507936507936506,63.111111111111114,64.15873015873017
34,6,8,14.66,0.375,62.5,63.875
35,6,34,12.3,0.6176470588235294,65.17647058823529,58.55882352941177
36,6,18,5.41,0.6111111111111112,66.5,61.22222222222222
37,6,89,14.72,0.9213483146067416,68.2247191011236,61.40449438202247
38,6,75,17.31,0.6,68.46666666666667,59.93333333333333
39,6,61,14.03,0.7049180327868853,67.18032786885246,57.80327868852459
40,6,69,13.3,1.0144927536231885,63.333333333333336,61.11594202898551
41,6,71,13.77,1.028169014084507,62.33802816901409,61.59154929577465
42,6,53,9.9,1.0566037735849056,63.54716981132076,60.056603773584904
43,6,51,10.63,0.8823529411764706,62.76470588235294,60.6078431372549
44,6,69,12.56,1.0579710144927537,63.52173913043478,60.68115942028985
45,6,66,12.53,1.0303030303030303,66.12121212121212,58.57575757575758
46,6,83,13.78,1.072289156626506,66.75903614457832,59.04819277108434
47,6,89,15.51,0.8089887640449438,65.8314606741573,58.2247191011236
48,6,77,13.32,0.8311688311688312,65.05194805194805,56.33766233766234
49,6,72,13.48,0.7777777777777778,62.486111111111114,58.083333333333336
