frame,filament_id,size_px,length_px,z,y,x
3,4,25,6.14,0.28,70.4,64.04
4,4,21,6.25,0.3333333333333333,68.95238095238095,60.95238095238095
5,4,29,7.86,0.5862068965517241,71.24137931034483,66.75862068965517
6,3,34,7.57,1.2058823529411764,46.38235294117647,60.8235294117647
6,4,21,6.03,0.42857142857142855,73.23809523809524,67.33333333333333
7,3,21,7.34,1.0476190476190477,47.714285714285715,57.857142857142854
8,3,32,7.99,1.15625,47.71875,58.5625
9,3,20,5.85,0.7,40.95,61.25
9,4,27,6.32,1.2222222222222223,71.33333333333333,64.85185185185185
10,3,9,3.46,1.0,42.0,68.0
10,4,46,10.12,1.3478260869565217,69.6304347826087,59.15217391304348
11,3,13,4.5,0.38461538461538464,42.61538461538461,69.61538461538461
11,4,26,6.84,1.3076923076923077,70.57692307692308,59.30769230769231
12,3,22,6.3,0.36363636363636365,41.0,68.5
12,4,25,6.26,1.2,72.24,58.36
13,3,26,7.42,0.6153846153846154,39.23076923076923,67.57692307692308
13,4,42,8.75,1.0476190476190477,68.35714285714286,58.38095238095238
14,4,21,5.71,1.9047619047619047,65.85714285714286,60.333333333333336
15,4,38,7.81,1.5263157894736843,70.23684210526316,58.026315789473685
16,4,32,8.03,1.4375,71.71875,54.90625
17,4,34,8.43,1.2647058823529411,74.61764705882354,57.205882352941174
18,4,31,10.43,1.1935483870967742,73.25806451612904,57.83870967741935
19,4,27,7.15,1.2592592592592593,75.0,58.0
20,4,43,8.77,1.0232558139534884,72.67441860465117,57.86046511627907
21,4,26,6.32,1.4615384615384615,72.0,58.5
22,4,13,4.5,0.23076923076923078,69.61538461538461,60.38461538461539
23,3,9,3.46,0.3333333333333333,44.0,74.0
23,4,16,5.48,0.6875,68.5,60.8125
24,4,5,26.88,0.2,78.0,63.4
25,4,38,12.43,0.631578947368421,73.39473684210526,59.26315789473684
26,4,6,3.58,0.0,74.0,60.5
27,4,12,4.56,0.25,74.66666666666667,57.916666666666664
28,4,17,8.64,0.23529411764705882,73.94117647058823,57.8235294117647
31,4,18,5.7,0.4444444444444444,71.5,58.0
32,4,29,7.87,0.4827586206896552,69.3103448275862,57.310344827586206
33,4,20,8.88,0.3,68.65,59.4
34,4,10,26.94,0.2,74.6,62.9
35,4,7,3.94,0.2857142857142857,83.14285714285714,63.57142857142857
37,4,14,4.37,0.21428571428571427,75.71428571428571,59.5
42,4,8,3.7,0.5,69.0,61.5
