frame,filament_id,size_px,length_px,z,y,x
4,2,44,11.52,0.5909090909090909,42.13636363636363,66.27272727272727
5,2,64,13.81,1.15625,50.734375,67.515625
6,2,40,9.34,1.05,52.85,69.85
7,2,58,12.35,1.3103448275862069,42.3448275862069,65.6896551724138
9,2,20,5.85,0.6,45.75,58.05
43,2,38,7.89,0.5263157894736842,47.5,56.60526315789474
44,2,18,5.49,1.2222222222222223,48.666666666666664,54.0
45,2,28,7.87,0.9642857142857143,51.714285714285715,54.357142857142854
46,2,35,9.41,1.0285714285714285,53.94285714285714,54.114285714285714
47,2,44,8.81,0.8409090909090909,53.95454545454545,53.75
48,2,43,8.96,0.5348837209302325,53.27906976744186,52.372093023255815
49,2,38,11.99,1.0789473684210527,50.921052631578945,55.44736842105263
