frame,filament_id,size_px,length_px,z,y,x
2,4,37,8.68,0.40540540540540543,87.32432432432432,66.51351351351352
3,4,35,9.72,0.22857142857142856,88.97142857142858,66.08571428571429
4,4,20,6.3,0.25,87.25,66.85
5,4,26,8.87,0.6923076923076923,86.46153846153847,65.76923076923077
6,4,26,7.9,0.6538461538461539,87.8076923076923,65.92307692307692
7,4,34,8.87,0.38235294117647056,87.5,65.61764705882354
8,4,28,8.28,0.35714285714285715,88.0,63.82142857142857
9,4,40,13.73,0.5,85.55,65.4
10,4,34,8.46,0.6176470588235294,87.11764705882354,65.05882352941177
11,4,46,11.62,0.45652173913043476,87.69565217391305,67.47826086956522
12,4,25,8.03,0.56,87.16,67.36
13,4,23,13.49,0.5652173913043478,83.91304347826087,66.04347826086956
14,4,40,9.55,0.55,85.6,67.525
15,4,44,10.64,0.4772727272727273,87.5909090909091,68.68181818181819
16,4,25,12.64,0.6,89.48,67.2
17,4,39,11.81,0.5128205128205128,92.97435897435898,66.87179487179488
18,4,17,5.87,0.35294117647058826,93.58823529411765,65.94117647058823
19,4,25,6.99,0.48,92.48,65.96
20,4,26,7.42,0.6153846153846154,91.23076923076923,64.57692307692308
21,4,27,8.45,0.8888888888888888,88.74074074074075,65.07407407407408
22,4,16,6.7,0.3125,88.0,64.5
23,4,47,11.53,0.48936170212765956,86.08510638297872,66.23404255319149
24,4,32,14.12,0.59375,87.125,65.5625
25,4,37,13.34,0.35135135135135137,89.83783783783784,64.45945945945945
26,4,40,15.14,0.525,89.55,63.575
27,4,27,8.08,0.7037037037037037,93.11111111111111,62.888888888888886
28,4,20,6.29,0.35,93.9,62.4
29,4,32,8.64,0.5,93.1875,60.90625
30,4,29,8.05,0.5172413793103449,91.58620689655173,63.793103448275865
31,4,20,6.19,0.25,90.5,64.9
32,4,34,9.91,0.9117647058823529,88.02941176470588,65.38235294117646
33,4,20,7.49,0.6,87.05,66.55
34,4,44,12.26,0.6590909090909091,87.61363636363636,66.31818181818181
35,4,34,10.48,0.38235294117647056,89.82352941176471,65.11764705882354
